,Date,Time,Bus,Count,On off,Latitude,Longitude,Route,Stop
321937,11/1/2018,14:32:13,2402,3,on,35.30803299,-80.7303772,Silver,Aux Services East
321941,11/1/2018,14:33:17,2402,1,off,35.30896378,-80.72929382,Silver,Hickory Hall North
321945,11/1/2018,14:33:59,2402,1,on,35.31074524,-80.72929382,Silver,Student Health N
321946,11/1/2018,14:34:01,2402,2,on,35.31074524,-80.72929382,Silver,Student Health N
321947,11/1/2018,14:34:03,2402,2,off,35.31074524,-80.72929382,Silver,Student Health N
321955,11/1/2018,14:35:51,2402,5,on,35.31027985,-80.72664642,Silver,Martin Hall
321956,11/1/2018,14:35:51,2402,7,off,35.31027985,-80.72664642,Silver,Martin Hall
321957,11/1/2018,14:35:53,2402,2,on,35.31027985,-80.72664642,Silver,Martin Hall
321962,11/1/2018,14:37:03,2402,3,on,35.30874634,-80.72505951,Silver,Lot 6
321963,11/1/2018,14:37:09,2402,4,on,35.30874634,-80.72505951,Silver,Lot 6
321964,11/1/2018,14:37:11,2402,7,off,35.30874634,-80.72505951,Silver,Lot 6
321975,11/1/2018,14:38:57,2402,2,on,35.30716324,-80.72523499,Silver,Lot 5A
321977,11/1/2018,14:39:05,2402,3,on,35.30716324,-80.72523499,Silver,Lot 5A
321978,11/1/2018,14:39:05,2402,6,off,35.30716324,-80.72523499,Silver,Lot 5A
321982,11/1/2018,14:39:49,2402,3,on,35.30632019,-80.72687531,Silver,East Deck 2
321983,11/1/2018,14:39:49,2402,3,off,35.30632019,-80.72687531,Silver,East Deck 2
321984,11/1/2018,14:39:57,2402,1,on,35.30632019,-80.72687531,Silver,East Deck 2
321987,11/1/2018,14:41:37,2402,2,on,35.30760574,-80.72932434,Silver,Fretwell N
321988,11/1/2018,14:41:37,2402,3,off,35.30760574,-80.72932434,Silver,Fretwell N
321990,11/1/2018,14:41:39,2402,2,on,35.30760574,-80.72932434,Silver,Fretwell N
322003,11/1/2018,14:43:25,2402,1,on,35.3081131,-80.73267365,Silver,Student Union W
322005,11/1/2018,14:43:29,2402,6,off,35.3081131,-80.73267365,Silver,Student Union W
322006,11/1/2018,14:43:31,2402,6,on,35.3081131,-80.73267365,Silver,Student Union W
322024,11/1/2018,14:48:31,2402,1,off,35.30935288,-80.74131775,Silver,Athletics Complex W
322027,11/1/2018,14:49:25,2402,1,off,35.31092453,-80.7414856,Silver,Grigg Hall W
322034,11/1/2018,14:50:41,2402,4,on,35.31276703,-80.74095154,Silver,Motor Sports
322035,11/1/2018,14:50:41,2402,5,off,35.31276703,-80.74095154,Silver,Motor Sports
322043,11/1/2018,14:51:53,2402,2,on,35.31106949,-80.74308014,Silver,Portal W
322044,11/1/2018,14:51:53,2402,2,off,35.31106949,-80.74308014,Silver,Portal W
322053,11/1/2018,14:53:29,2402,1,on,35.30941391,-80.7440567,Silver,CRI Deck
322054,11/1/2018,14:53:29,2402,1,off,35.30941391,-80.7440567,Silver,CRI Deck
322068,11/1/2018,14:55:51,2402,1,on,35.31164169,-80.7424469,Silver,PORTAL East
322071,11/1/2018,14:56:40,2402,1,on,35.31232834,-80.74170685,Silver,Duke Centennial Hall East
322080,11/1/2018,14:58:24,2402,4,on,35.31098557,-80.74144745,Silver,Grigg Hall E
322084,11/1/2018,14:59:04,2402,1,on,35.30988312,-80.74182129,Silver,EPIC N
322107,11/1/2018,15:01:54,2402,2,off,35.30792236,-80.73475647,Silver,Woodward Hall East
322117,11/1/2018,15:03:24,2402,1,off,35.30804443,-80.73271179,Silver,Student Union E
322119,11/1/2018,15:03:30,2402,6,on,35.30804443,-80.73271179,Silver,Student Union E
322129,11/1/2018,15:04:36,2402,1,on,35.30804443,-80.73271179,Silver,Student Union E
322130,11/1/2018,15:04:38,2402,1,on,35.30804443,-80.73271179,Silver,Student Union E
322134,11/1/2018,15:05:31,2402,1,on,35.30804443,-80.73271179,Silver,Student Union E
322149,11/1/2018,15:07:42,2402,5,on,35.30804443,-80.73271179,Silver,Student Union E
322152,11/1/2018,15:08:38,2402,3,off,35.30802155,-80.73039246,Silver,Aux Services East
322154,11/1/2018,15:08:44,2402,4,on,35.30802155,-80.73039246,Silver,Aux Services East
322162,11/1/2018,15:09:42,2402,1,off,35.30898666,-80.72926331,Silver,Hickory Hall North
322163,11/1/2018,15:09:48,2402,2,on,35.30898666,-80.72926331,Silver,Hickory Hall North
322166,11/1/2018,15:10:30,2402,1,off,35.31080246,-80.72924805,Silver,Student Health N
322172,11/1/2018,15:11:52,2402,2,on,35.31031799,-80.72666931,Silver,Martin Hall
322174,11/1/2018,15:11:52,2402,11,off,35.31031799,-80.72666931,Silver,Martin Hall
322175,11/1/2018,15:12:20,2402,3,on,35.31029511,-80.72666168,Silver,Martin Hall
322179,11/1/2018,15:13:18,2402,4,on,35.30875778,-80.72504425,Silver,Lot 6
322180,11/1/2018,15:13:18,2402,6,off,35.30875778,-80.72504425,Silver,Lot 6
322189,11/1/2018,15:14:44,2402,2,on,35.30716324,-80.72519684,Silver,Lot 5A
322194,11/1/2018,15:15:24,2402,2,off,35.30637741,-80.72689819,Silver,East Deck 2
322204,11/1/2018,15:17:12,2402,1,on,35.30755997,-80.72928619,Silver,Fretwell N
322205,11/1/2018,15:17:12,2402,1,off,35.30755997,-80.72928619,Silver,Fretwell N
322206,11/1/2018,15:17:14,2402,2,on,35.30755997,-80.72928619,Silver,Fretwell N
322218,11/1/2018,15:18:46,2402,4,off,35.30811691,-80.73261261,Silver,Student Union W
322222,11/1/2018,15:20:04,2402,9,on,35.30811691,-80.73261261,Silver,Student Union W
322244,11/1/2018,15:25:04,2402,3,off,35.30935288,-80.74132538,Silver,Athletics Complex W
322245,11/1/2018,15:25:10,2402,1,on,35.30935288,-80.74132538,Silver,Athletics Complex W
322252,11/1/2018,15:26:02,2402,3,off,35.31091309,-80.74150848,Silver,Grigg Hall W
322260,11/1/2018,15:28:19,2402,2,on,35.31106949,-80.74306488,Silver,Portal W
322261,11/1/2018,15:28:19,2402,4,off,35.31106949,-80.74306488,Silver,Portal W
322268,11/1/2018,15:29:39,2402,3,on,35.30939484,-80.74411774,Silver,CRI Deck
322269,11/1/2018,15:29:39,2402,3,off,35.30939484,-80.74411774,Silver,CRI Deck
322282,11/1/2018,15:31:47,2402,1,on,35.30939102,-80.74409485,Silver,CRI Deck
322296,11/1/2018,15:34:33,2402,7,on,35.31233215,-80.74170685,Silver,Duke Centennial Hall East
322308,11/1/2018,15:36:05,2402,1,on,35.31100082,-80.74143219,Silver,Grigg Hall E
322312,11/1/2018,15:36:49,2402,5,on,35.30987549,-80.74181366,Silver,EPIC N
322323,11/1/2018,15:39:03,2402,1,on,35.30790329,-80.73473358,Silver,Woodward Hall East
322329,11/1/2018,15:40:05,2402,7,off,35.30802918,-80.73271179,Silver,Student Union E
322338,11/1/2018,15:42:03,2402,17,on,35.30802918,-80.73271179,Silver,Student Union E
322340,11/1/2018,15:42:17,2402,1,off,35.30802918,-80.73271179,Silver,Student Union E
322347,11/1/2018,15:43:29,2402,3,on,35.30799484,-80.73035431,Silver,Aux Services East
322348,11/1/2018,15:43:31,2402,7,off,35.30799484,-80.73035431,Silver,Aux Services East
322366,11/1/2018,15:46:27,2402,5,off,35.31029511,-80.72665405,Silver,Martin Hall
322368,11/1/2018,15:46:47,2402,14,on,35.31029511,-80.72665405,Silver,Martin Hall
322378,11/1/2018,15:48:11,2402,7,off,35.30871964,-80.72504425,Silver,Lot 6
322380,11/1/2018,15:48:13,2402,10,on,35.30871964,-80.72504425,Silver,Lot 6
322389,11/1/2018,15:49:37,2402,6,off,35.30718994,-80.72527313,Silver,Lot 5A
322390,11/1/2018,15:49:43,2402,10,on,35.30718994,-80.72527313,Silver,Lot 5A
322394,11/1/2018,15:50:25,2402,2,off,35.30640793,-80.72677612,Silver,East Deck 2
322408,11/1/2018,15:52:47,2402,6,on,35.30761719,-80.72930145,Silver,Fretwell N
322409,11/1/2018,15:52:49,2402,11,off,35.30761719,-80.72930145,Silver,Fretwell N
322416,11/1/2018,15:53:39,2402,1,off,35.30815506,-80.73022461,Silver,Aux Services West
322417,11/1/2018,15:53:41,2402,2,on,35.30815506,-80.73022461,Silver,Aux Services West
322424,11/1/2018,15:55:13,2402,12,off,35.30813599,-80.73262787,Silver,Student Union W
322429,11/1/2018,15:55:53,2402,30,on,35.30813599,-80.73262787,Silver,Student Union W
322446,11/1/2018,15:59:34,2402,1,on,35.30938721,-80.74138641,Silver,Athletics Complex W
322449,11/1/2018,15:59:50,2402,25,off,35.30938721,-80.74138641,Silver,Athletics Complex W
322451,11/1/2018,15:59:58,2402,3,on,35.30938721,-80.74138641,Silver,Athletics Complex W
322454,11/1/2018,16:00:50,2402,1,on,35.31095505,-80.74150085,Silver,Grigg Hall W
322459,11/1/2018,16:01:02,2402,11,off,35.31095505,-80.74150085,Silver,Grigg Hall W
322467,11/1/2018,16:02:08,2402,3,off,35.31274796,-80.74088287,Silver,Motor Sports
322471,11/1/2018,16:03:20,2402,4,off,35.31110001,-80.74307251,Silver,Portal W
322484,11/1/2018,16:04:42,2402,1,on,35.30940247,-80.74409485,Silver,CRI Deck
322485,11/1/2018,16:04:42,2402,11,off,35.30940247,-80.74409485,Silver,CRI Deck
322494,11/1/2018,16:07:48,2402,5,on,35.31235886,-80.74172974,Silver,Duke Centennial Hall East
322507,11/1/2018,16:09:24,2402,1,on,35.3109932,-80.74143982,Silver,Grigg Hall E
322510,11/1/2018,16:10:12,2402,4,on,35.30984879,-80.74183655,Silver,EPIC N
322514,11/1/2018,16:11:30,2402,1,on,35.30737686,-80.73981476,Silver,Athletics Complex E
322520,11/1/2018,16:12:38,2402,1,off,35.30792999,-80.73466492,Silver,Woodward Hall East
322529,11/1/2018,16:13:46,2402,4,off,35.30807114,-80.73273468,Silver,Student Union E
322533,11/1/2018,16:14:20,2402,3,on,35.30807114,-80.73273468,Silver,Student Union E
322535,11/1/2018,16:15:12,2402,2,off,35.30805969,-80.73038483,Silver,Aux Services East
322537,11/1/2018,16:15:14,2402,3,on,35.30805969,-80.73038483,Silver,Aux Services East
322550,11/1/2018,16:17:46,2402,4,on,35.31029511,-80.72665405,Silver,Martin Hall
322554,11/1/2018,16:18:54,2402,2,on,35.30875778,-80.72507477,Silver,Lot 6
322555,11/1/2018,16:18:56,2402,4,off,35.30875778,-80.72507477,Silver,Lot 6
322561,11/1/2018,16:20:12,2402,4,on,35.30721664,-80.72524262,Silver,Lot 5A
322562,11/1/2018,16:20:14,2402,6,off,35.30721664,-80.72524262,Silver,Lot 5A
322575,11/1/2018,16:22:14,2402,3,off,35.30756378,-80.72932434,Silver,Fretwell N
322576,11/1/2018,16:22:16,2402,4,on,35.30756378,-80.72932434,Silver,Fretwell N
322577,11/1/2018,16:22:18,2402,1,off,35.30756378,-80.72932434,Silver,Fretwell N
322579,11/1/2018,16:23:00,2402,1,off,35.3081665,-80.73023987,Silver,Aux Services West
322584,11/1/2018,16:23:54,2402,6,off,35.30816269,-80.73265076,Silver,Student Union W
322588,11/1/2018,16:24:32,2402,1,on,35.30816269,-80.73265076,Silver,Student Union W
322596,11/1/2018,16:27:22,2402,1,on,35.30745316,-80.73985291,Silver,Athletics Complex W
322612,11/1/2018,16:30:27,2402,4,off,35.3110733,-80.74304962,Silver,Portal W
322621,11/1/2018,16:31:51,2402,1,on,35.3094101,-80.74407196,Silver,CRI Deck
322622,11/1/2018,16:31:51,2402,2,off,35.3094101,-80.74407196,Silver,CRI Deck
322628,11/1/2018,16:32:29,2402,1,on,35.3094101,-80.74407196,Silver,CRI Deck
322648,11/1/2018,16:38:47,2402,14,on,35.31236649,-80.74170685,Silver,Duke Centennial Hall East
322655,11/1/2018,16:40:13,2402,1,on,35.31098557,-80.74143982,Silver,Grigg Hall E
322657,11/1/2018,16:40:49,2402,1,on,35.30986786,-80.74185944,Silver,EPIC N
322666,11/1/2018,16:43:09,2402,1,on,35.30799103,-80.73473358,Silver,Woodward Hall East
322667,11/1/2018,16:43:11,2402,4,off,35.30799103,-80.73473358,Silver,Woodward Hall East
322671,11/1/2018,16:44:11,2402,5,on,35.30810547,-80.73275757,Silver,Student Union E
322673,11/1/2018,16:44:15,2402,7,off,35.30810547,-80.73275757,Silver,Student Union E
322681,11/1/2018,16:45:17,2402,5,off,35.30807495,-80.73040009,Silver,Aux Services East
322682,11/1/2018,16:45:19,2402,4,on,35.30807495,-80.73040009,Silver,Aux Services East
322695,11/1/2018,16:47:49,2402,3,on,35.31027222,-80.72665405,Silver,Martin Hall
322696,11/1/2018,16:47:51,2402,6,off,35.31027222,-80.72665405,Silver,Martin Hall
322701,11/1/2018,16:48:59,2402,1,on,35.30879974,-80.72505188,Silver,Lot 6
322702,11/1/2018,16:49:03,2402,2,off,35.30879974,-80.72505188,Silver,Lot 6
322710,11/1/2018,16:50:11,2402,1,on,35.30722809,-80.72523499,Silver,Lot 5A
322712,11/1/2018,16:50:15,2402,3,off,35.30722809,-80.72523499,Silver,Lot 5A
322714,11/1/2018,16:50:51,2402,1,off,35.30638886,-80.72673035,Silver,East Deck 2
322727,11/1/2018,16:52:51,2402,1,off,35.30759049,-80.72936249,Silver,Fretwell N
322735,11/1/2018,16:53:57,2402,1,on,35.30812836,-80.73023224,Silver,Aux Services West
322736,11/1/2018,16:53:59,2402,1,off,35.30812836,-80.73023224,Silver,Aux Services West
322745,11/1/2018,16:55:21,2402,3,off,35.30810165,-80.73262787,Silver,Student Union W
322753,11/1/2018,16:56:35,2402,5,on,35.30810165,-80.73262787,Silver,Student Union W
322778,11/1/2018,17:00:54,2402,2,off,35.30937195,-80.74131012,Silver,Athletics Complex W
322784,11/1/2018,17:01:44,2402,2,off,35.31101227,-80.74147797,Silver,Grigg Hall W
322793,11/1/2018,17:03:40,2402,1,on,35.31108475,-80.74308014,Silver,Portal W
322794,11/1/2018,17:03:40,2402,2,off,35.31108475,-80.74308014,Silver,Portal W
322801,11/1/2018,17:05:40,2402,1,on,35.30942154,-80.74411011,Silver,CRI Deck
322802,11/1/2018,17:05:40,2402,1,off,35.30942154,-80.74411011,Silver,CRI Deck
322833,11/1/2018,17:10:20,2402,4,on,35.30970001,-80.74432373,Silver,CRI Deck
322840,11/1/2018,17:11:30,2402,4,on,35.31164169,-80.74243164,Silver,PORTAL East
322846,11/1/2018,17:12:34,2402,7,on,35.3123436,-80.74172211,Silver,Duke Centennial Hall East
322855,11/1/2018,17:14:00,2402,4,on,35.31100845,-80.74143982,Silver,Grigg Hall E
322859,11/1/2018,17:14:58,2402,3,on,35.30987167,-80.74184418,Silver,EPIC N
322876,11/1/2018,17:17:32,2402,4,on,35.30797195,-80.73471069,Silver,Woodward Hall East
322877,11/1/2018,17:17:34,2402,1,on,35.30797195,-80.73471069,Silver,Woodward Hall East
322878,11/1/2018,17:17:34,2402,5,off,35.30797195,-80.73471069,Silver,Woodward Hall East
322885,11/1/2018,17:19:16,2402,8,off,35.30807877,-80.73270416,Silver,Student Union E
322889,11/1/2018,17:19:46,2402,17,on,35.30807877,-80.73270416,Silver,Student Union E
322902,11/1/2018,17:22:02,2402,3,on,35.30807495,-80.73036194,Silver,Aux Services East
322904,11/1/2018,17:22:08,2402,4,off,35.30807495,-80.73036194,Silver,Aux Services East
322924,11/1/2018,17:26:14,2402,1,on,35.31075287,-80.72930145,Silver,Student Health N
322925,11/1/2018,17:26:16,2402,3,off,35.31075287,-80.72930145,Silver,Student Health N
322934,11/1/2018,17:28:33,2402,4,on,35.31028748,-80.72668457,Silver,Martin Hall
322935,11/1/2018,17:28:41,2402,16,off,35.31028748,-80.72668457,Silver,Martin Hall
322942,11/1/2018,17:29:55,2402,4,on,35.30875778,-80.72505188,Silver,Lot 6
322943,11/1/2018,17:29:57,2402,5,off,35.30875778,-80.72505188,Silver,Lot 6
322958,11/1/2018,17:31:49,2402,6,off,35.30718994,-80.72524262,Silver,Lot 5A
322959,11/1/2018,17:31:57,2402,9,on,35.30718994,-80.72524262,Silver,Lot 5A
322960,11/1/2018,17:32:31,2402,1,on,35.30632019,-80.72684479,Silver,East Deck 2
322966,11/1/2018,17:33:57,2402,2,off,35.30755234,-80.72934723,Silver,Fretwell N
322967,11/1/2018,17:33:59,2402,1,on,35.30755234,-80.72934723,Silver,Fretwell N
322971,11/1/2018,17:34:45,2402,1,on,35.30818176,-80.73018646,Silver,Aux Services West
322972,11/1/2018,17:34:47,2402,5,off,35.30818176,-80.73018646,Silver,Aux Services West
322982,11/1/2018,17:36:15,2402,11,off,35.30814743,-80.73246765,Silver,Student Union W
322990,11/1/2018,17:36:57,2402,12,on,35.30814743,-80.73246765,Silver,Student Union W
323023,11/1/2018,17:41:57,2402,6,off,35.30932236,-80.74131775,Silver,Athletics Complex W
323025,11/1/2018,17:42:47,2402,1,off,35.31093979,-80.74150848,Silver,Grigg Hall W
323037,11/1/2018,17:44:43,2402,6,off,35.31107712,-80.74311066,Silver,Portal W
323048,11/1/2018,17:45:51,2402,1,off,35.30939484,-80.74414063,Silver,CRI Deck
323049,11/1/2018,17:45:57,2402,3,on,35.30939484,-80.74414063,Silver,CRI Deck
323063,11/1/2018,17:47:59,2402,1,on,35.30943298,-80.74410248,Silver,CRI Deck
323065,11/1/2018,17:49:03,2402,1,on,35.31168747,-80.74241638,Silver,PORTAL East
323075,11/1/2018,17:50:55,2402,5,on,35.30989456,-80.74186707,Silver,EPIC N
323087,11/1/2018,17:52:57,2402,2,on,35.30797958,-80.73473358,Silver,Woodward Hall East
323094,11/1/2018,17:54:07,2402,3,off,35.30809021,-80.73271179,Silver,Student Union E
323095,11/1/2018,17:54:09,2402,7,on,35.30809021,-80.73271179,Silver,Student Union E
323096,11/1/2018,17:54:57,2402,3,on,35.30806732,-80.73039246,Silver,Aux Services East
323103,11/1/2018,17:55:47,2402,1,on,35.309021,-80.72927856,Silver,Hickory Hall North
323104,11/1/2018,17:56:21,2402,1,off,35.3107605,-80.72927856,Silver,Student Health N
323109,11/1/2018,17:57:19,2402,7,off,35.31030273,-80.72666168,Silver,Martin Hall
323111,11/1/2018,17:57:53,2402,9,on,35.31030273,-80.72666168,Silver,Martin Hall
323113,11/1/2018,17:58:51,2402,4,on,35.30875397,-80.7250824,Silver,Lot 6
323114,11/1/2018,17:58:55,2402,8,off,35.30875397,-80.7250824,Silver,Lot 6
323120,11/1/2018,17:59:57,2402,3,off,35.30717087,-80.72527313,Silver,Lot 5A
323121,11/1/2018,17:59:59,2402,2,on,35.30717087,-80.72527313,Silver,Lot 5A
323129,11/1/2018,18:01:45,2402,5,off,35.30755997,-80.72932434,Silver,Fretwell N
323134,11/1/2018,18:03:15,2402,7,off,35.30813217,-80.73267365,Silver,Student Union W
323136,11/1/2018,18:03:54,2402,8,on,35.30813217,-80.73267365,Silver,Student Union W
323145,11/1/2018,18:05:06,2402,1,off,35.30813217,-80.73267365,Silver,Student Union W
323150,11/1/2018,18:06:00,2402,4,on,35.30812454,-80.73271179,Silver,Student Union W
323158,11/1/2018,18:08:26,2402,1,off,35.30742645,-80.73980713,Silver,Athletics Complex W
323168,11/1/2018,18:09:20,2402,1,off,35.30934906,-80.74131012,Silver,Athletics Complex W
323179,11/1/2018,18:12:38,2402,7,off,35.31109238,-80.7430954,Silver,Portal W
323186,11/1/2018,18:14:00,2402,6,off,35.30941391,-80.74408722,Silver,CRI Deck
323192,11/1/2018,18:14:28,2402,6,on,35.30941391,-80.74408722,Silver,CRI Deck
323202,11/1/2018,18:16:04,2402,2,on,35.3117218,-80.74240875,Silver,PORTAL East
323205,11/1/2018,18:16:48,2402,3,on,35.31235886,-80.74171448,Silver,Duke Centennial Hall East
323216,11/1/2018,18:18:24,2402,1,on,35.31101608,-80.7414093,Silver,Grigg Hall E
323218,11/1/2018,18:18:58,2402,1,on,35.30988693,-80.74182892,Silver,EPIC N
323226,11/1/2018,18:20:28,2402,1,on,35.30740356,-80.73986816,Silver,Athletics Complex E
323241,11/1/2018,18:22:50,2402,2,off,35.30804825,-80.73273468,Silver,Student Union E
323242,11/1/2018,18:23:16,2402,10,on,35.30804825,-80.73273468,Silver,Student Union E
323245,11/1/2018,18:24:12,2402,3,off,35.30802918,-80.73040772,Silver,Aux Services East
323246,11/1/2018,18:24:14,2402,1,on,35.30802918,-80.73040772,Silver,Aux Services East
323254,11/1/2018,18:26:08,2402,1,off,35.31077194,-80.72928619,Silver,Student Health N
323261,11/1/2018,18:27:11,2402,3,on,35.31031036,-80.72668457,Silver,Martin Hall
323262,11/1/2018,18:27:17,2402,9,off,35.31031036,-80.72668457,Silver,Martin Hall
323264,11/1/2018,18:28:27,2402,3,on,35.30873489,-80.72505951,Silver,Lot 6
323265,11/1/2018,18:28:33,2402,7,off,35.30873489,-80.72505951,Silver,Lot 6
323277,11/1/2018,18:30:27,2402,2,off,35.30720139,-80.72524262,Silver,Lot 5A
323278,11/1/2018,18:30:29,2402,4,on,35.30720139,-80.72524262,Silver,Lot 5A
323283,11/1/2018,18:32:33,2402,3,off,35.30755997,-80.72933197,Silver,Fretwell N
323287,11/1/2018,18:33:31,2402,2,off,35.30815506,-80.73018646,Silver,Aux Services West
323293,11/1/2018,18:34:47,2402,5,off,35.30812073,-80.73262787,Silver,Student Union W
323296,11/1/2018,18:35:17,2402,1,off,35.30813217,-80.73265076,Silver,Student Union W
323297,11/1/2018,18:35:21,2402,12,on,35.30813217,-80.73265076,Silver,Student Union W
323312,11/1/2018,18:40:03,2402,2,off,35.30746079,-80.73989868,Silver,Athletics Complex W
323318,11/1/2018,18:40:57,2402,2,off,35.30934143,-80.74134064,Silver,Athletics Complex W
323320,11/1/2018,18:41:41,2402,2,off,35.31095505,-80.74151611,Silver,Grigg Hall W
323326,11/1/2018,18:43:25,2402,3,off,35.31107712,-80.7430954,Silver,Portal W
323333,11/1/2018,18:44:31,2402,1,on,35.30941773,-80.7440567,Silver,CRI Deck
323334,11/1/2018,18:44:33,2402,3,off,35.30941773,-80.7440567,Silver,CRI Deck
323338,11/1/2018,18:46:05,2402,5,on,35.31235504,-80.74171448,Silver,Duke Centennial Hall East
323344,11/1/2018,18:47:35,2402,2,on,35.30992508,-80.74185944,Silver,EPIC N
323350,11/1/2018,18:48:37,2402,1,on,35.30739212,-80.73984528,Silver,Athletics Complex E
323362,11/1/2018,18:50:05,2402,3,off,35.3079834,-80.73470306,Silver,Woodward Hall East
323365,11/1/2018,18:50:11,2402,7,on,35.3079834,-80.73470306,Silver,Woodward Hall East
323371,11/1/2018,18:51:13,2402,1,off,35.30812454,-80.73284149,Silver,Student Union E
323372,11/1/2018,18:51:37,2402,5,on,35.30811691,-80.73281097,Silver,Student Union E
323376,11/1/2018,18:52:27,2402,1,on,35.30805588,-80.73040009,Silver,Aux Services East
323380,11/1/2018,18:53:53,2402,1,on,35.30899811,-80.72926331,Silver,Hickory Hall North
323384,11/1/2018,18:54:39,2402,2,off,35.31074524,-80.72922516,Silver,Student Health N
323385,11/1/2018,18:54:41,2402,2,on,35.31074524,-80.72922516,Silver,Student Health N
323392,11/1/2018,18:56:37,2402,3,off,35.31028748,-80.72666168,Silver,Martin Hall
323395,11/1/2018,18:57:43,2402,4,on,35.30879593,-80.72505951,Silver,Lot 6
323396,11/1/2018,18:57:49,2402,11,off,35.30879593,-80.72505951,Silver,Lot 6
323402,11/1/2018,18:59:07,2402,2,on,35.3071785,-80.72528076,Silver,Lot 5A
323403,11/1/2018,18:59:09,2402,5,off,35.3071785,-80.72528076,Silver,Lot 5A
323408,11/1/2018,18:59:53,2402,1,on,35.30635834,-80.72679138,Silver,East Deck 2
323413,11/1/2018,19:01:21,2402,3,off,35.30747986,-80.72929382,Silver,Fretwell N
323420,11/1/2018,19:02:58,2402,2,on,35.30812454,-80.73261261,Silver,Student Union W
323421,11/1/2018,19:03:04,2402,3,off,35.30812454,-80.73261261,Silver,Student Union W
323431,11/1/2018,19:05:52,2402,1,off,35.3093338,-80.74133301,Silver,Athletics Complex W
323450,11/1/2018,19:10:58,2402,1,off,35.30941773,-80.74404144,Silver,CRI Deck
323452,11/1/2018,19:11:12,2402,1,on,35.30941773,-80.74404144,Silver,CRI Deck
323474,11/1/2018,19:16:12,2402,1,off,35.31235123,-80.74167633,Silver,Duke Centennial Hall East
323501,11/1/2018,19:23:08,2402,2,on,35.30810928,-80.73273468,Silver,Student Union E
323508,11/1/2018,19:24:42,2402,1,on,35.30810928,-80.73273468,Silver,Student Union E
323519,11/1/2018,19:27:36,2402,1,off,35.31074905,-80.72927094,Silver,Student Health N
323523,11/1/2018,19:28:44,2402,1,off,35.31029129,-80.72664642,Silver,Martin Hall
323524,11/1/2018,19:28:46,2402,2,on,35.31029129,-80.72664642,Silver,Martin Hall
323527,11/1/2018,19:29:52,2402,1,off,35.30880737,-80.72506714,Silver,Lot 6
323528,11/1/2018,19:29:54,2402,3,on,35.30880737,-80.72506714,Silver,Lot 6
323532,11/1/2018,19:31:06,2402,1,on,35.30718613,-80.72525024,Silver,Lot 5A
323564,11/1/2018,19:36:37,2402,4,off,35.30814362,-80.73266602,Silver,Student Union W
323566,11/1/2018,19:36:57,2402,1,on,35.30814362,-80.73266602,Silver,Student Union W
323587,11/1/2018,19:41:37,2402,1,on,35.30744934,-80.73986054,Silver,Athletics Complex W
323590,11/1/2018,19:42:39,2402,2,on,35.30934525,-80.74134064,Silver,Athletics Complex W
323595,11/1/2018,19:45:05,2402,3,off,35.31110001,-80.7430954,Silver,Portal W
323600,11/1/2018,19:46:13,2402,3,off,35.30934525,-80.74419403,Silver,CRI Deck
323601,11/1/2018,19:46:33,2402,1,on,35.30935669,-80.74417114,Silver,CRI Deck
323606,11/1/2018,19:47:31,2402,1,on,35.31166458,-80.74243927,Silver,PORTAL East
323609,11/1/2018,19:48:25,2402,11,on,35.31236649,-80.74169922,Silver,Duke Centennial Hall East
323614,11/1/2018,19:49:51,2402,8,on,35.31098175,-80.7414093,Silver,Grigg Hall E
323619,11/1/2018,19:50:27,2402,3,on,35.30988312,-80.74182129,Silver,EPIC N
323623,11/1/2018,19:51:31,2402,2,on,35.30739212,-80.73983002,Silver,Athletics Complex E
323634,11/1/2018,19:54:11,2402,6,off,35.30809784,-80.73282623,Silver,Student Union E
323635,11/1/2018,19:54:17,2402,5,on,35.30809784,-80.73282623,Silver,Student Union E
323636,11/1/2018,19:55:19,2402,2,on,35.30802918,-80.73036194,Silver,Aux Services East
323638,11/1/2018,19:55:35,2402,15,off,35.30802918,-80.73036194,Silver,Aux Services East
323642,11/1/2018,19:56:43,2402,1,off,35.31059265,-80.72928619,Silver,Student Health N
323647,11/1/2018,19:57:47,2402,5,off,35.31028748,-80.72664642,Silver,Martin Hall
323652,11/1/2018,19:58:35,2402,2,off,35.30877686,-80.72506714,Silver,Lot 6
323654,11/1/2018,19:59:46,2402,2,on,35.30721664,-80.72525024,Silver,Lot 5A
323656,11/1/2018,19:59:54,2402,6,off,35.30721664,-80.72525024,Silver,Lot 5A
323665,11/1/2018,20:01:48,2402,1,on,35.30757141,-80.7293396,Silver,Fretwell N
323668,11/1/2018,20:02:36,2402,1,off,35.30815506,-80.73023224,Silver,Aux Services West
323671,11/1/2018,20:03:20,2402,1,off,35.3081398,-80.73265076,Silver,Student Union W
323672,11/1/2018,20:03:46,2402,5,on,35.3081398,-80.73265076,Silver,Student Union W
323692,11/1/2018,20:09:02,2402,6,off,35.31108856,-80.74305725,Silver,Portal W
323699,11/1/2018,20:11:32,2402,2,on,35.31236267,-80.74173737,Silver,Duke Centennial Hall East
323721,11/1/2018,20:17:20,2402,10,on,35.30805206,-80.73274994,Silver,Student Union E
323729,11/1/2018,20:21:02,2402,5,off,35.31029892,-80.72665405,Silver,Martin Hall
323738,11/1/2018,20:22:28,2402,3,off,35.30874634,-80.72506714,Silver,Lot 6
