Date,Time,Bus,Count,On off,Latitude,Longitude,Route,Stop
11/13/2019,10:34:36,2412,1,on,35.302185059,-80.73274231,Green,Belk Hall S
11/13/2019,10:34:44,2406,1,on,35.313549042,-80.731826782,Green,North Deck
11/13/2019,10:34:50,2401,1,off,35.309059143,-80.733802795,Green,Belk Hall S
11/13/2019,10:35:03,2407,6,on,35.308345795,-80.730712891,Silver,Woodward Hall East
11/13/2019,10:35:09,2402,1,on,35.308494568,-80.732757568,Silver,Athletics Complex W
11/13/2019,10:35:11,2408,2,on,35.301246643,-80.735664368,Gold,Hunt Hall
11/13/2019,10:35:22,2410,2,off,35.309410095,-80.741394043,Silver,EPIC S
11/13/2019,10:35:28,2401,8,on,35.309074402,-80.733818054,Green,Belk Hall S
11/13/2019,10:36:12,2410,1,off,35.311004639,-80.741523743,Silver,Grigg Hall W
11/13/2019,10:36:30,2402,1,on,35.308605194,-80.732719421,Silver,Athletics Complex W
11/13/2019,10:36:44,2403,1,off,35.309947968,-80.736457825,Gold,Union Deck/Belk N
11/13/2019,10:37:00,2401,5,off,35.30928421,-80.731697083,Green,Belk Hall S
11/13/2019,10:37:04,2412,3,on,35.30487442,-80.727981567,Green,Belk Hall S
11/13/2019,10:37:06,2412,4,off,35.30487442,-80.727981567,Green,Belk Hall S
11/13/2019,10:37:18,2410,1,off,35.313030243,-80.741111755,Silver,Motor Sports
11/13/2019,10:37:36,2406,1,off,35.312038422,-80.733444214,Green,Wallis Hall W/Light Rail
11/13/2019,10:37:58,2406,1,on,35.312004089,-80.733543396,Green,Wallis Hall W/Light Rail
11/13/2019,10:38:22,2401,2,on,35.307765961,-80.730392456,Green,Belk Hall S
11/13/2019,10:38:24,2401,9,off,35.307765961,-80.730392456,Green,Belk Hall S
11/13/2019,10:38:26,2410,3,off,35.311183929,-80.743186951,Silver,Portal W
11/13/2019,10:38:36,2412,3,off,35.307655334,-80.729316711,Green,Belk Hall S
11/13/2019,10:38:37,2407,8,off,35.308792114,-80.725311279,Silver,Woodward Hall East
11/13/2019,10:38:42,2412,1,on,35.307678223,-80.729354858,Green,Belk Hall S
11/13/2019,10:38:43,2411,3,off,35.30803299,-80.730316162,Silver,East Deck 2
11/13/2019,10:38:45,2411,7,on,35.30803299,-80.730316162,Silver,East Deck 2
11/13/2019,10:38:46,2403,1,on,35.309848785,-80.73677063,Gold,Union Deck/Belk N
11/13/2019,10:38:50,2403,1,off,35.309867859,-80.736755371,Gold,Union Deck/Belk N
11/13/2019,10:38:51,2407,18,on,35.308868408,-80.725311279,Silver,Woodward Hall East
11/13/2019,10:39:52,2410,4,off,35.309417725,-80.743919373,Silver,CRI Deck
11/13/2019,10:39:54,2410,4,on,35.309417725,-80.743919373,Silver,CRI Deck
11/13/2019,10:39:58,2402,1,off,35.309009552,-80.741355896,Silver,EPIC S
11/13/2019,10:40:38,2401,3,off,35.303840637,-80.729927063,Green,Belk Hall S
11/13/2019,10:40:41,2407,2,off,35.305805206,-80.727371216,Silver,Woodward Hall East
11/13/2019,10:40:45,2411,2,on,35.31054306,-80.729148865,Silver,East Deck 2
11/13/2019,10:40:47,2407,8,on,35.305831909,-80.727539063,Silver,Woodward Hall East
11/13/2019,10:40:53,2408,1,on,35.303344727,-80.729438782,Gold,Robinson Hall N
11/13/2019,10:41:11,2409,1,on,35.30802536,-80.730331421,Silver,Aux Services East
11/13/2019,10:41:18,2406,2,off,35.308082581,-80.732704163,Green,Student Union E
11/13/2019,10:41:28,2406,5,on,35.308063507,-80.732658386,Green,Student Union E
11/13/2019,10:41:42,2402,1,on,35.312725067,-80.741035461,Silver,Motor Sports
11/13/2019,10:41:56,2406,1,off,35.308029175,-80.732582092,Green,Student Union E
11/13/2019,10:42:04,2412,1,on,35.313564301,-80.731880188,Green,Belk Hall S
11/13/2019,10:42:09,2401,5,off,35.304416656,-80.732818604,Green,Belk Hall S
11/13/2019,10:42:15,2411,5,off,35.310314178,-80.726699829,Silver,Martin Hall
11/13/2019,10:42:27,2403,4,on,35.311531067,-80.732917786,Gold,Wallis Hall E/Light Rail
11/13/2019,10:42:31,2407,3,on,35.305900574,-80.727607727,Silver,Woodward Hall East
11/13/2019,10:42:39,2407,7,off,35.305900574,-80.727607727,Silver,Woodward Hall East
11/13/2019,10:42:48,2402,1,off,35.311290741,-80.743095398,Silver,Portal W
11/13/2019,10:43:01,2411,7,on,35.310314178,-80.726699829,Silver,Martin Hall
11/13/2019,10:43:20,2403,1,on,35.311470032,-80.730461121,Gold,Student Health E
11/13/2019,10:43:28,2410,1,on,35.311466217,-80.742271423,Silver,PORTAL East
11/13/2019,10:43:55,2407,9,off,35.305900574,-80.727607727,Silver,Woodward Hall East
11/13/2019,10:43:57,2411,1,off,35.308799744,-80.725067139,Silver,Lot 6
11/13/2019,10:43:58,2402,1,off,35.309520721,-80.74407959,Silver,CRI Deck
11/13/2019,10:44:03,2411,2,on,35.308799744,-80.725074768,Silver,Lot 6
11/13/2019,10:44:16,2410,7,on,35.312168121,-80.741592407,Silver,Duke Centennial Hall East
11/13/2019,10:44:23,2409,2,on,35.310573578,-80.729164124,Silver,Student Health N
11/13/2019,10:44:33,2401,1,off,35.301330566,-80.735977173,Green,Belk Hall S
11/13/2019,10:44:43,2407,12,on,35.305900574,-80.727607727,Silver,Woodward Hall East
11/13/2019,10:44:50,2406,5,on,35.308094025,-80.732711792,Green,Student Union E
11/13/2019,10:44:57,2403,1,on,35.306808472,-80.729522705,Gold,Fretwell S
11/13/2019,10:44:58,2403,2,off,35.306785583,-80.729545593,Gold,Fretwell S
11/13/2019,10:45:03,2408,3,off,35.308074951,-80.732643127,Gold,Student Union W
11/13/2019,10:45:15,2411,6,on,35.307296753,-80.725440979,Silver,Lot 5A
11/13/2019,10:45:32,2402,1,on,35.309368134,-80.744117737,Silver,CRI Deck
11/13/2019,10:45:37,2401,10,on,35.301280975,-80.735916138,Green,Belk Hall S
11/13/2019,10:45:37,2409,1,off,35.310455322,-80.726898193,Silver,Martin Hall
11/13/2019,10:45:42,2410,1,on,35.310901642,-80.741256714,Silver,Grigg Hall E
11/13/2019,10:45:42,2412,1,off,35.311828613,-80.733261108,Green,Belk Hall S
11/13/2019,10:45:47,2409,6,on,35.310455322,-80.726898193,Silver,Martin Hall
11/13/2019,10:45:48,2412,4,on,35.311824799,-80.733261108,Green,Belk Hall S
11/13/2019,10:46:10,2403,1,off,35.305091858,-80.728271484,Gold,Cato Hall S
11/13/2019,10:46:12,2403,1,on,35.305171967,-80.728233337,Gold,Cato Hall S
11/13/2019,10:46:24,2410,5,on,35.309726715,-80.741622925,Silver,EPIC N
11/13/2019,10:46:59,2409,2,on,35.308815002,-80.725090027,Silver,Lot 6
11/13/2019,10:47:00,2406,1,on,35.308105469,-80.730400085,Green,Aux Services East
11/13/2019,10:47:02,2406,1,off,35.308105469,-80.730400085,Green,Aux Services East
11/13/2019,10:47:14,2412,1,off,35.310195923,-80.736160278,Green,Belk Hall S
11/13/2019,10:47:19,2401,3,on,35.302440643,-80.733062744,Green,Belk Hall S
11/13/2019,10:47:45,2411,1,on,35.307735443,-80.72958374,Silver,Fretwell N
11/13/2019,10:47:51,2411,6,off,35.307735443,-80.729576111,Silver,Fretwell N
11/13/2019,10:48:20,2406,1,off,35.306980133,-80.72959137,Green,Fretwell S
11/13/2019,10:48:26,2410,3,off,35.307743073,-80.734489441,Silver,Woodward Hall East
11/13/2019,10:48:27,2409,2,on,35.307506561,-80.725738525,Silver,Lot 5A
11/13/2019,10:48:28,2402,1,on,35.311779022,-80.742378235,Silver,PORTAL East
11/13/2019,10:48:43,2407,16,off,35.305900574,-80.727607727,Silver,Woodward Hall East
11/13/2019,10:48:52,2412,1,off,35.307987213,-80.734741211,Green,Woodward Hall East
11/13/2019,10:48:54,2403,4,off,35.301807404,-80.733062744,Gold,Levine Hall W
11/13/2019,10:48:54,2412,1,on,35.307987213,-80.734741211,Green,Woodward Hall East
11/13/2019,10:49:06,2402,3,on,35.312587738,-80.741722107,Silver,Duke Centennial Hall East
11/13/2019,10:49:07,2401,3,on,35.303668976,-80.729766846,Green,Belk Hall S
11/13/2019,10:49:11,2409,2,on,35.306308746,-80.726753235,Silver,East Deck 2
11/13/2019,10:49:15,2411,7,off,35.308010101,-80.732528687,Silver,Student Union W
11/13/2019,10:49:29,2411,7,on,35.307937622,-80.732421875,Silver,Student Union W
11/13/2019,10:49:32,2410,8,off,35.307914734,-80.732589722,Silver,Student Union E
11/13/2019,10:49:34,2410,4,on,35.307880402,-80.732582092,Silver,Student Union E
11/13/2019,10:49:48,2403,1,off,35.301277161,-80.735641479,Gold,Hunt Hall
11/13/2019,10:50:11,2401,2,on,35.305408478,-80.728477478,Green,Belk Hall S
11/13/2019,10:50:26,2412,2,off,35.30815506,-80.732780457,Green,Student Union E
11/13/2019,10:50:34,2412,6,on,35.308151245,-80.732772827,Green,Student Union E
11/13/2019,10:50:44,2403,11,on,35.301280975,-80.73563385,Gold,Hunt Hall
11/13/2019,10:50:53,2407,6,off,35.305900574,-80.727607727,Silver,Woodward Hall East
11/13/2019,10:51:00,2410,1,on,35.30803299,-80.730392456,Silver,Aux Services East
11/13/2019,10:51:08,2410,8,off,35.30802536,-80.730392456,Silver,Aux Services East
11/13/2019,10:51:10,2406,2,off,35.303607941,-80.729553223,Green,Robinson Hall S
11/13/2019,10:51:15,2409,2,off,35.307609558,-80.729316711,Silver,Fretwell N
11/13/2019,10:51:22,2402,10,on,35.310634613,-80.74180603,Silver,Grigg Hall E
11/13/2019,10:51:35,2409,3,on,35.307609558,-80.729316711,Silver,Fretwell N
11/13/2019,10:51:51,2412,1,off,35.308094025,-80.730438232,Green,Aux Services East
11/13/2019,10:52:11,2401,11,off,35.307796478,-80.729576111,Green,Belk Hall S
11/13/2019,10:52:15,2407,3,off,35.305900574,-80.727607727,Silver,Woodward Hall East
11/13/2019,10:52:22,2410,1,off,35.310546875,-80.729187012,Silver,Student Health N
11/13/2019,10:52:24,2410,1,on,35.310546875,-80.729187012,Silver,Student Health N
11/13/2019,10:52:30,2402,2,on,35.308555603,-80.739837646,Silver,EPIC N
11/13/2019,10:52:40,2408,6,on,35.311695099,-80.733093262,Gold,Wallis Hall E/Light Rail
11/13/2019,10:52:43,2411,5,off,35.309326172,-80.741249084,Silver,EPIC S
11/13/2019,10:52:59,2412,1,on,35.306991577,-80.729438782,Green,Fretwell S
11/13/2019,10:53:01,2407,2,on,35.305900574,-80.727607727,Silver,Woodward Hall East
11/13/2019,10:53:02,2406,1,on,35.304450989,-80.732719421,Green,Reese East
11/13/2019,10:53:03,2409,7,off,35.308086395,-80.732597351,Silver,Student Union W
11/13/2019,10:53:05,2412,4,off,35.307010651,-80.729476929,Green,Fretwell S
11/13/2019,10:53:10,2406,7,off,35.304355621,-80.732772827,Green,Reese East
11/13/2019,10:53:27,2409,7,on,35.308086395,-80.732597351,Silver,Student Union W
11/13/2019,10:53:30,2410,1,off,35.310317993,-80.726821899,Silver,Martin Hall
11/13/2019,10:53:39,2411,1,off,35.31092453,-80.741462708,Silver,Grigg Hall W
11/13/2019,10:53:46,2410,11,on,35.31029129,-80.726791382,Silver,Martin Hall
11/13/2019,10:54:03,2401,1,off,35.310619354,-80.729187012,Green,Belk Hall S
11/13/2019,10:54:45,2412,4,off,35.305484772,-80.72882843,Green,Fretwell S
11/13/2019,10:54:46,2410,2,off,35.308696747,-80.725021362,Silver,Lot 6
11/13/2019,10:54:59,2411,2,off,35.312789917,-80.740943909,Silver,Motor Sports
11/13/2019,10:55:02,2410,12,on,35.308700562,-80.725006104,Silver,Lot 6
11/13/2019,10:55:03,2407,7,on,35.305900574,-80.727607727,Silver,Woodward Hall East
11/13/2019,10:55:14,2408,1,on,35.30683136,-80.729492188,Gold,Fretwell S
11/13/2019,10:55:18,2408,4,off,35.306854248,-80.729507446,Gold,Fretwell S
11/13/2019,10:55:41,2412,2,off,35.303783417,-80.729866028,Green,Robinson Hall S
11/13/2019,10:55:47,2409,1,off,35.307380676,-80.739753723,Silver,Athletics Complex W
11/13/2019,10:55:50,2406,2,on,35.302791595,-80.73765564,Green,Alumni Way E
11/13/2019,10:56:07,2401,8,on,35.314239502,-80.732093811,Green,Belk Hall S
11/13/2019,10:56:11,2411,3,off,35.311073303,-80.743103027,Silver,Portal W
11/13/2019,10:56:16,2410,5,on,35.307304382,-80.725311279,Silver,Lot 5A
11/13/2019,10:56:20,2402,9,on,35.307857513,-80.730407715,Silver,EPIC N
11/13/2019,10:56:20,2403,9,on,35.303359985,-80.729415894,Gold,Robinson Hall N
11/13/2019,10:56:22,2402,23,off,35.307746887,-80.730377197,Silver,EPIC N
11/13/2019,10:56:49,2409,9,off,35.309299469,-80.74131012,Silver,EPIC S
11/13/2019,10:56:50,2406,1,off,35.30115509,-80.735717773,Green,South Village Deck
11/13/2019,10:57:13,2407,1,on,35.305900574,-80.727607727,Silver,Woodward Hall East
11/13/2019,10:57:14,2406,18,on,35.30115509,-80.735725403,Green,South Village Deck
11/13/2019,10:57:26,2408,1,off,35.303470612,-80.729522705,Gold,Robinson Hall S
11/13/2019,10:57:28,2403,5,off,35.305038452,-80.72820282,Gold,Cato Hall N
11/13/2019,10:57:40,2403,3,on,35.305187225,-80.728187561,Gold,Cato Hall N
11/13/2019,10:57:51,2409,1,off,35.310909271,-80.741470337,Silver,Grigg Hall W
11/13/2019,10:58:16,2410,6,on,35.307800293,-80.729553223,Silver,East Deck 2
11/13/2019,10:58:18,2410,7,off,35.307800293,-80.729553223,Silver,East Deck 2
11/13/2019,10:58:21,2412,1,on,35.304286957,-80.734985352,Green,Cone Deck W
11/13/2019,10:58:23,2412,1,off,35.304286957,-80.734985352,Green,Cone Deck W
11/13/2019,10:58:33,2411,3,on,35.309387207,-80.74395752,Silver,CRI Deck
11/13/2019,10:58:42,2406,4,on,35.302238464,-80.732765198,Green,Levine Hall E
11/13/2019,10:58:54,2408,1,off,35.301971436,-80.733001709,Gold,Levine Hall W
11/13/2019,10:58:57,2409,2,off,35.312801361,-80.740982056,Silver,Motor Sports
11/13/2019,10:59:27,2407,3,off,35.305900574,-80.727607727,Silver,Woodward Hall East
11/13/2019,10:59:31,2401,1,off,35.311748505,-80.733055115,Green,Belk Hall S
11/13/2019,10:59:47,2401,8,on,35.311695099,-80.733009338,Green,Belk Hall S
11/13/2019,10:59:52,2410,15,off,35.30834198,-80.73286438,Silver,Student Union W
11/13/2019,11:00:00,2403,3,off,35.307289124,-80.729385376,Gold,Fretwell N
11/13/2019,11:00:02,2403,2,on,35.307289124,-80.729385376,Gold,Fretwell N
11/13/2019,11:00:05,2409,2,off,35.311103821,-80.743041992,Silver,Portal W
11/13/2019,11:00:08,2406,2,on,35.303421021,-80.72946167,Green,Robinson Hall N
11/13/2019,11:00:10,2406,1,off,35.303417206,-80.729469299,Green,Robinson Hall N
11/13/2019,11:00:32,2408,6,on,35.301223755,-80.735595703,Gold,Hunt Hall
11/13/2019,11:00:40,2407,5,off,35.305900574,-80.727607727,Silver,Woodward Hall East
11/13/2019,11:00:46,2407,6,on,35.305900574,-80.727607727,Silver,Woodward Hall East
11/13/2019,11:00:53,2412,1,off,35.301235199,-80.735824585,Green,South Village Deck
11/13/2019,11:00:58,2411,1,on,35.309612274,-80.744132996,Silver,CRI Deck
11/13/2019,11:01:24,2406,11,off,35.305149078,-80.728233337,Green,Cato Hall N
11/13/2019,11:01:32,2406,2,on,35.305149078,-80.728233337,Green,Cato Hall N
11/13/2019,11:01:41,2412,8,on,35.301124573,-80.735794067,Green,South Village Deck
11/13/2019,11:01:47,2403,13,off,35.308296204,-80.732475281,Gold,Student Union W
11/13/2019,11:01:52,2410,32,on,35.30840683,-80.732978821,Silver,Student Union W
11/13/2019,11:01:53,2401,5,on,35.309894562,-80.735877991,Green,Belk Hall S
11/13/2019,11:01:56,2407,4,off,35.305900574,-80.727607727,Silver,Woodward Hall East
11/13/2019,11:02:02,2411,2,on,35.311695099,-80.742424011,Silver,PORTAL East
11/13/2019,11:02:08,2407,9,on,35.305900574,-80.727607727,Silver,Woodward Hall East
11/13/2019,11:02:08,2411,2,off,35.311695099,-80.742424011,Silver,PORTAL East
11/13/2019,11:02:20,2409,1,on,35.309387207,-80.743988037,Silver,CRI Deck
11/13/2019,11:02:28,2402,6,off,35.306617737,-80.726676941,Silver,EPIC N
11/13/2019,11:02:30,2403,4,on,35.308170319,-80.732658386,Gold,Student Union W
11/13/2019,11:02:34,2402,31,on,35.306182861,-80.726776123,Silver,EPIC N
11/13/2019,11:03:12,2408,1,off,35.304267883,-80.735031128,Gold,Cone Deck East
11/13/2019,11:03:12,2411,19,on,35.312263489,-80.741722107,Silver,Duke Centennial Hall East
11/13/2019,11:03:29,2401,4,off,35.308006287,-80.734718323,Green,Woodward Hall East
11/13/2019,11:03:31,2401,4,on,35.308006287,-80.734718323,Green,Woodward Hall East
11/13/2019,11:03:33,2412,1,on,35.302242279,-80.732902527,Green,Levine Hall E
11/13/2019,11:04:12,2408,1,on,35.304409027,-80.732658386,Gold,Reese East
11/13/2019,11:04:28,2406,9,off,35.307659149,-80.729278564,Green,Fretwell N
11/13/2019,11:04:32,2409,1,on,35.309394836,-80.743988037,Silver,CRI Deck
11/13/2019,11:04:42,2406,8,on,35.307624817,-80.729286194,Green,Fretwell N
11/13/2019,11:04:49,2401,10,off,35.308116913,-80.732803345,Green,Student Union E
11/13/2019,11:04:50,2411,13,on,35.311023712,-80.741523743,Silver,Grigg Hall E
11/13/2019,11:04:54,2410,3,on,35.309211731,-80.741065979,Silver,EPIC S
11/13/2019,11:04:56,2402,12,off,35.305923462,-80.729499817,Silver,EPIC N
11/13/2019,11:04:56,2411,7,on,35.311008453,-80.741516113,Silver,Grigg Hall E
11/13/2019,11:04:58,2410,32,off,35.309215546,-80.741065979,Silver,EPIC S
11/13/2019,11:05:02,2410,1,on,35.309223175,-80.741065979,Silver,EPIC S
11/13/2019,11:05:07,2412,1,on,35.3034935,-80.729598999,Green,Robinson Hall N
11/13/2019,11:05:09,2412,1,off,35.3034935,-80.729598999,Green,Robinson Hall N
11/13/2019,11:05:30,2402,16,on,35.306015015,-80.729469299,Silver,EPIC N
11/13/2019,11:05:46,2407,9,off,35.305900574,-80.727607727,Silver,Woodward Hall East
11/13/2019,11:05:48,2407,12,on,35.305900574,-80.727607727,Silver,Woodward Hall East
11/13/2019,11:05:56,2411,10,on,35.309940338,-80.741897583,Silver,EPIC N
11/13/2019,11:06:02,2406,1,off,35.310764313,-80.729286194,Green,Student Health N
11/13/2019,11:06:04,2406,1,on,35.310764313,-80.729286194,Green,Student Health N
11/13/2019,11:06:08,2410,4,off,35.310832977,-80.741210938,Silver,Grigg Hall W
11/13/2019,11:06:12,2403,5,off,35.311767578,-80.733070374,Gold,Wallis Hall E/Light Rail
11/13/2019,11:06:14,2403,3,on,35.311767578,-80.733070374,Gold,Wallis Hall E/Light Rail
11/13/2019,11:06:17,2412,5,off,35.305480957,-80.728507996,Green,Cato Hall N
11/13/2019,11:06:40,2409,1,on,35.311668396,-80.742408752,Silver,PORTAL East
11/13/2019,11:06:41,2401,1,off,35.308071136,-80.732780457,Green,Student Union E
11/13/2019,11:06:44,2408,1,on,35.303325653,-80.72946167,Gold,Robinson Hall N
11/13/2019,11:06:55,2407,4,on,35.305900574,-80.727607727,Silver,Woodward Hall East
11/13/2019,11:06:57,2407,4,off,35.305900574,-80.727607727,Silver,Woodward Hall East
11/13/2019,11:07:06,2406,2,off,35.311595917,-80.730461121,Green,Student Health (Green) W
11/13/2019,11:07:17,2403,1,off,35.311660767,-80.730438232,Gold,Student Health E
11/13/2019,11:07:21,2410,2,off,35.312580109,-80.740646362,Silver,Motor Sports
11/13/2019,11:07:22,2409,2,off,35.312301636,-80.741714478,Silver,Duke Centennial Hall East
11/13/2019,11:07:30,2402,15,off,35.308148, -80.730153,Silver,EPIC N
11/13/2019,11:07:32,2409,10,on,35.31230545,-80.741714478,Silver,Duke Centennial Hall East
11/13/2019,11:07:41,2401,28,on,35.308082581,-80.732795715,Green,Student Union E
11/13/2019,11:07:42,2411,1,off,35.307918549,-80.734619141,Silver,Woodward Hall East
11/13/2019,11:07:57,2412,3,off,35.307769775,-80.729568481,Green,Fretwell N
11/13/2019,11:07:58,2408,1,off,35.305038452,-80.728240967,Gold,Cato Hall N
11/13/2019,11:08:02,2402,23,on,35.307151794,-80.732696533,Silver,EPIC N
11/13/2019,11:08:09,2412,2,on,35.307826996,-80.729698181,Green,Fretwell N
11/13/2019,11:08:10,2411,2,on,35.307933807,-80.734588623,Silver,Woodward Hall East
11/13/2019,11:08:10,2411,13,off,35.307933807,-80.734588623,Silver,Woodward Hall East
11/13/2019,11:08:18,2406,1,off,35.313411713,-80.732002258,Green,North Deck
11/13/2019,11:08:19,2408,2,on,35.305053711,-80.728240967,Gold,Cato Hall N
11/13/2019,11:08:20,2411,7,on,35.307956696,-80.734573364,Silver,Woodward Hall East
11/13/2019,11:08:22,2406,3,on,35.313484192,-80.732063293,Green,North Deck
11/13/2019,11:08:41,2410,7,off,35.311218262,-80.743278503,Silver,Portal W
11/13/2019,11:08:45,2407,3,off,35.305900574,-80.727607727,Silver,Woodward Hall East
11/13/2019,11:08:52,2407,7,on,35.305900574,-80.727607727,Silver,Woodward Hall East
11/13/2019,11:09:07,2412,1,on,35.309242249,-80.729377747,Green,Hickory Hall North
11/13/2019,11:09:18,2409,5,on,35.310993195,-80.741477966,Silver,Grigg Hall E
11/13/2019,11:09:28,2403,3,off,35.304748535,-80.729881287,Gold,Fretwell S
11/13/2019,11:09:29,2401,8,off,35.308120728,-80.730529785,Green,Aux Services East
11/13/2019,11:09:40,2411,22,off,35.308120728,-80.732765198,Silver,Student Union E
11/13/2019,11:09:53,2412,1,off,35.310756683,-80.72946167,Green,Student Health N
11/13/2019,11:09:55,2412,1,on,35.310756683,-80.72946167,Green,Student Health N
11/13/2019,11:09:56,2409,1,off,35.309921265,-80.741851807,Silver,EPIC N
11/13/2019,11:10:05,2410,3,off,35.309501648,-80.744178772,Silver,CRI Deck
11/13/2019,11:10:07,2410,1,on,35.309501648,-80.744178772,Silver,CRI Deck
11/13/2019,11:10:08,2403,20,on,35.29889679,-80.730613708,Gold,Fretwell S
11/13/2019,11:10:12,2409,4,on,35.309921265,-80.741851807,Silver,EPIC N
11/13/2019,11:10:18,2411,18,on,35.308116913,-80.73273468,Silver,Student Union E
11/13/2019,11:10:20,2407,8,off,35.305900574,-80.727607727,Silver,Woodward Hall East
11/13/2019,11:10:35,2406,5,off,35.311981201,-80.733306885,Green,Wallis Hall W/Light Rail
11/13/2019,11:10:36,2407,6,on,35.305900574,-80.727607727,Silver,Woodward Hall East
11/13/2019,11:10:43,2401,2,on,35.307113647,-80.729667664,Green,Fretwell S
11/13/2019,11:10:44,2411,1,off,35.308116913,-80.73273468,Silver,Student Union E
11/13/2019,11:10:47,2406,13,on,35.311981201,-80.733314514,Green,Wallis Hall W/Light Rail
11/13/2019,11:10:53,2401,12,off,35.307086945,-80.729751587,Green,Fretwell S
11/13/2019,11:11:32,2408,1,on,35.308120728,-80.732627869,Gold,Student Union W
11/13/2019,11:11:39,2408,9,off,35.308120728,-80.732627869,Gold,Student Union W
11/13/2019,11:11:42,2411,3,on,35.308071136,-80.730384827,Silver,Aux Services East
11/13/2019,11:11:48,2402,1,on,35.300678253,-80.742538452,Silver,EPIC N
11/13/2019,11:11:58,2411,13,off,35.308067322,-80.730384827,Silver,Aux Services East
11/13/2019,11:12:19,2401,3,off,35.305389404,-80.728790283,Green,Fretwell S
11/13/2019,11:12:23,2406,1,off,35.310440063,-80.736038208,Green,Belk Hall S
11/13/2019,11:12:25,2406,2,on,35.310451508,-80.736030579,Green,Belk Hall S
11/13/2019,11:12:28,2403,1,off,35.303852081,-80.729606628,Gold,Fretwell S
11/13/2019,11:12:34,2403,7,on,35.305072784,-80.729438782,Gold,Fretwell S
11/13/2019,11:12:57,2410,1,on,35.311595917,-80.742286682,Silver,PORTAL East
11/13/2019,11:13:08,2402,25,off,35.305259705,-80.742378235,Silver,EPIC N
11/13/2019,11:13:08,2409,2,off,35.308010101,-80.734710693,Silver,Woodward Hall East
11/13/2019,11:13:39,2410,3,on,35.312274933,-80.741638184,Silver,Duke Centennial Hall East
11/13/2019,11:13:49,2401,14,off,35.303905487,-80.73021698,Green,Robinson Hall S
11/13/2019,11:13:56,2411,3,off,35.310634613,-80.729225159,Silver,Student Health N
11/13/2019,11:14:03,2406,1,on,35.307430267,-80.73475647,Green,Woodward Hall East
11/13/2019,11:14:09,2406,3,off,35.307529449,-80.734764099,Green,Woodward Hall East
11/13/2019,11:14:16,2402,2,off,35.304962158,-80.742050171,Silver,EPIC N
11/13/2019,11:14:40,2409,11,off,35.308044434,-80.732688904,Silver,Student Union E
11/13/2019,11:14:52,2407,3,on,35.305900574,-80.727607727,Silver,Woodward Hall East
11/13/2019,11:14:56,2409,11,on,35.308044434,-80.732688904,Silver,Student Union E
11/13/2019,11:15:07,2410,3,on,35.310791016,-80.741203308,Silver,Grigg Hall E
11/13/2019,11:15:17,2403,28,off,35.300880432,-80.73576355,Gold,Fretwell S
11/13/2019,11:15:18,2411,13,off,35.310279846,-80.726715088,Silver,Martin Hall
11/13/2019,11:15:36,2402,12,off,35.310733795,-80.743110657,Silver,EPIC N
11/13/2019,11:15:36,2407,12,off,35.305900574,-80.727607727,Silver,Woodward Hall East
11/13/2019,11:15:39,2403,5,on,35.300678253,-80.735771179,Gold,Fretwell S
11/13/2019,11:15:43,2401,1,on,35.304481506,-80.73274231,Green,Reese East
11/13/2019,11:15:45,2410,1,off,35.309776306,-80.741729736,Silver,EPIC N
11/13/2019,11:15:51,2401,3,off,35.304481506,-80.73274231,Green,Reese East
11/13/2019,11:15:53,2406,7,off,35.308063507,-80.732765198,Green,Student Union E
11/13/2019,11:15:55,2406,5,on,35.308063507,-80.732757568,Green,Student Union E
11/13/2019,11:15:56,2409,1,on,35.30796814,-80.730278015,Silver,Aux Services East
11/13/2019,11:15:56,2411,5,on,35.310207367,-80.726600647,Silver,Martin Hall
11/13/2019,11:16:01,2410,4,on,35.309791565,-80.741760254,Silver,EPIC N
11/13/2019,11:16:04,2409,4,off,35.30796814,-80.730278015,Silver,Aux Services East
11/13/2019,11:16:17,2412,1,on,35.312042236,-80.733581543,Green,Wallis Hall W/Light Rail
11/13/2019,11:16:38,2407,1,off,35.305900574,-80.727607727,Silver,Woodward Hall East
11/13/2019,11:16:45,2401,2,off,35.304244995,-80.734931946,Green,Cone Deck W
11/13/2019,11:17:07,2402,3,off,35.309211731,-80.744087219,Silver,EPIC N
11/13/2019,11:17:09,2402,5,on,35.309375763,-80.744056702,Silver,EPIC N
11/13/2019,11:17:24,2411,5,off,35.308662415,-80.724861145,Silver,Lot 6
11/13/2019,11:17:31,2406,3,off,35.30809021,-80.730392456,Green,Aux Services East
11/13/2019,11:17:33,2406,1,on,35.30809021,-80.730392456,Green,Aux Services East
11/13/2019,11:17:40,2411,12,on,35.308677673,-80.724937439,Silver,Lot 6
11/13/2019,11:17:42,2407,5,off,35.305900574,-80.727607727,Silver,Woodward Hall East
11/13/2019,11:17:44,2409,1,on,35.310699463,-80.729270935,Silver,Student Health N
11/13/2019,11:17:48,2409,5,off,35.310699463,-80.729270935,Silver,Student Health N
11/13/2019,11:18:13,2412,1,off,35.31029892,-80.736480713,Green,Belk Hall S
11/13/2019,11:18:15,2412,1,on,35.31035614,-80.736602783,Green,Belk Hall S
11/13/2019,11:18:23,2410,1,on,35.307884216,-80.734558105,Silver,Woodward Hall East
11/13/2019,11:18:25,2410,4,off,35.307884216,-80.734558105,Silver,Woodward Hall East
11/13/2019,11:18:27,2403,2,off,35.304801941,-80.732711792,Gold,Fretwell S
