,Date,Time,Bus,Count,On off,Latitude,Longitude,Route,Stop,CorrectStop,CorrectStop
1423,11/13/2019,11:03:29,2401,4,off,35.30801,-80.73472,Green,Woodward Hall East,,
1424,11/13/2019,11:03:31,2401,4,on,35.30801,-80.73472,Green,Woodward Hall East,,
1425,11/13/2019,11:03:33,2412,1,on,35.30224,-80.7329,Green,Levine Hall E,,
1426,11/13/2019,11:04:12,2408,1,on,35.30441,-80.73266,Gold,Reese East,,
1427,11/13/2019,11:04:28,2406,9,off,35.30766,-80.72928,Green,Fretwell N,,
1428,11/13/2019,11:04:32,2409,1,on,35.30939,-80.74399,Silver,CRI Deck,,
1429,11/13/2019,11:04:42,2406,8,on,35.30762,-80.72929,Green,Fretwell N,,
1430,11/13/2019,11:04:49,2401,10,off,35.30812,-80.7328,Green,Student Union E,,
1431,11/13/2019,11:04:50,2411,13,on,35.31102,-80.74152,Silver,Grigg Hall E,,
1432,11/13/2019,11:04:54,2410,3,on,35.30921,-80.74107,Silver,EPIC S,,
1433,11/13/2019,11:04:56,2402,12,off,35.30592,-80.7295,Silver,EPIC N,,
1434,11/13/2019,11:04:56,2411,7,on,35.31101,-80.74152,Silver,Grigg Hall E,,
1435,11/13/2019,11:04:58,2410,32,off,35.30922,-80.74107,Silver,EPIC S,,
1436,11/13/2019,11:05:02,2410,1,on,35.30922,-80.74107,Silver,EPIC S,,
1437,11/13/2019,11:05:07,2412,1,on,35.30349,-80.7296,Green,Robinson Hall N,,
1438,11/13/2019,11:05:09,2412,1,off,35.30349,-80.7296,Green,Robinson Hall N,,
1439,11/13/2019,11:05:30,2402,16,on,35.30602,-80.72947,Silver,EPIC N,,
1440,11/13/2019,11:05:46,2407,9,off,35.3059,-80.72761,Silver,Woodward Hall East,,
1441,11/13/2019,11:05:48,2407,12,on,35.3059,-80.72761,Silver,Woodward Hall East,,
1442,11/13/2019,11:05:56,2411,10,on,35.30994,-80.7419,Silver,EPIC N,,
1443,11/13/2019,11:06:02,2406,1,off,35.31076,-80.72929,Green,Student Health N,,
1444,11/13/2019,11:06:04,2406,1,on,35.31076,-80.72929,Green,Student Health N,,
1445,11/13/2019,11:06:08,2410,4,off,35.31083,-80.74121,Silver,Grigg Hall W,,
1446,11/13/2019,11:06:12,2403,5,off,35.31177,-80.73307,Gold,Wallis Hall E/Light Rail,,
1447,11/13/2019,11:06:14,2403,3,on,35.31177,-80.73307,Gold,Wallis Hall E/Light Rail,,
1448,11/13/2019,11:06:17,2412,5,off,35.30548,-80.72851,Green,Cato Hall N,,
1449,11/13/2019,11:06:40,2409,1,on,35.31167,-80.74241,Silver,PORTAL East,,
1450,11/13/2019,11:06:41,2401,1,off,35.30807,-80.73278,Green,Student Union E,,
1451,11/13/2019,11:06:44,2408,1,on,35.30333,-80.72946,Gold,Robinson Hall N,,
1452,11/13/2019,11:06:55,2407,4,on,35.3059,-80.72761,Silver,Woodward Hall East,,
1453,11/13/2019,11:06:57,2407,4,off,35.3059,-80.72761,Silver,Woodward Hall East,,
1454,11/13/2019,11:07:06,2406,2,off,35.3116,-80.73046,Green,Student Health (Green) W,,
1455,11/13/2019,11:07:17,2403,1,off,35.31166,-80.73044,Gold,Student Health E,,
1456,11/13/2019,11:07:21,2410,2,off,35.31258,-80.74065,Silver,Motor Sports,,
1457,11/13/2019,11:07:22,2409,2,off,35.3123,-80.74171,Silver,Duke Centennial Hall East,,
1458,11/13/2019,11:07:30,2402,15,off,35.30815,-80.73015,Silver,EPIC N,,
1459,11/13/2019,11:07:32,2409,10,on,35.31231,-80.74171,Silver,Duke Centennial Hall East,,
1460,11/13/2019,11:07:41,2401,28,on,35.30808,-80.7328,Green,Student Union E,,
1461,11/13/2019,11:07:42,2411,1,off,35.30792,-80.73462,Silver,Woodward Hall East,,
1462,11/13/2019,11:07:57,2412,3,off,35.30777,-80.72957,Green,Fretwell N,,
1463,11/13/2019,11:07:58,2408,1,off,35.30504,-80.72824,Gold,Cato Hall N,,
1464,11/13/2019,11:08:02,2402,23,on,35.30715,-80.7327,Silver,EPIC N,,
1465,11/13/2019,11:08:09,2412,2,on,35.30783,-80.7297,Green,Fretwell N,,
1466,11/13/2019,11:08:10,2411,2,on,35.30793,-80.73459,Silver,Woodward Hall East,,
1467,11/13/2019,11:08:10,2411,13,off,35.30793,-80.73459,Silver,Woodward Hall East,,
1468,11/13/2019,11:08:18,2406,1,off,35.31341,-80.732,Green,North Deck,,
1469,11/13/2019,11:08:19,2408,2,on,35.30505,-80.72824,Gold,Cato Hall N,,
1470,11/13/2019,11:08:20,2411,7,on,35.30796,-80.73457,Silver,Woodward Hall East,,
1471,11/13/2019,11:08:22,2406,3,on,35.31348,-80.73206,Green,North Deck,,
1472,11/13/2019,11:08:41,2410,7,off,35.31122,-80.74328,Silver,Portal W,,
1473,11/13/2019,11:08:45,2407,3,off,35.3059,-80.72761,Silver,Woodward Hall East,,
1474,11/13/2019,11:08:52,2407,7,on,35.3059,-80.72761,Silver,Woodward Hall East,,
1475,11/13/2019,11:09:07,2412,1,on,35.30924,-80.72938,Green,Hickory Hall North,,
1476,11/13/2019,11:09:18,2409,5,on,35.31099,-80.74148,Silver,Grigg Hall E,,
1477,11/13/2019,11:09:28,2403,3,off,35.30475,-80.72988,Gold,Fretwell S,,
1478,11/13/2019,11:09:29,2401,8,off,35.30812,-80.73053,Green,Aux Services East,,
1479,11/13/2019,11:09:40,2411,22,off,35.30812,-80.73277,Silver,Student Union E,,
1480,11/13/2019,11:09:53,2412,1,off,35.31076,-80.72946,Green,Student Health N,,
1481,11/13/2019,11:09:55,2412,1,on,35.31076,-80.72946,Green,Student Health N,,
1482,11/13/2019,11:09:56,2409,1,off,35.30992,-80.74185,Silver,EPIC N,,
1483,11/13/2019,11:10:05,2410,3,off,35.3095,-80.74418,Silver,CRI Deck,,
1484,11/13/2019,11:10:07,2410,1,on,35.3095,-80.74418,Silver,CRI Deck,,
1485,11/13/2019,11:10:08,2403,20,on,35.2989,-80.73061,Gold,Fretwell S,,
1486,11/13/2019,11:10:12,2409,4,on,35.30992,-80.74185,Silver,EPIC N,,
1487,11/13/2019,11:10:18,2411,18,on,35.30812,-80.73273,Silver,Student Union E,,
1488,11/13/2019,11:10:20,2407,8,off,35.3059,-80.72761,Silver,Woodward Hall East,,
1489,11/13/2019,11:10:35,2406,5,off,35.31198,-80.73331,Green,Wallis Hall W/Light Rail,,
1490,11/13/2019,11:10:36,2407,6,on,35.3059,-80.72761,Silver,Woodward Hall East,,
1491,11/13/2019,11:10:43,2401,2,on,35.30711,-80.72967,Green,Fretwell S,,
1492,11/13/2019,11:10:44,2411,1,off,35.30812,-80.73273,Silver,Student Union E,,
1493,11/13/2019,11:10:47,2406,13,on,35.31198,-80.73331,Green,Wallis Hall W/Light Rail,,
1494,11/13/2019,11:10:53,2401,12,off,35.30709,-80.72975,Green,Fretwell S,,
1495,11/13/2019,11:11:32,2408,1,on,35.30812,-80.73263,Gold,Student Union W,,
1496,11/13/2019,11:11:39,2408,9,off,35.30812,-80.73263,Gold,Student Union W,,
1497,11/13/2019,11:11:42,2411,3,on,35.30807,-80.73038,Silver,Aux Services East,,
1498,11/13/2019,11:11:48,2402,1,on,35.30068,-80.74254,Silver,EPIC N,,
1499,11/13/2019,11:11:58,2411,13,off,35.30807,-80.73038,Silver,Aux Services East,,
1500,11/13/2019,11:12:19,2401,3,off,35.30539,-80.72879,Green,Fretwell S,,
1501,11/13/2019,11:12:23,2406,1,off,35.31044,-80.73604,Green,Belk Hall S,,
1502,11/13/2019,11:12:25,2406,2,on,35.31045,-80.73603,Green,Belk Hall S,,
1503,11/13/2019,11:12:28,2403,1,off,35.30385,-80.72961,Gold,Fretwell S,,
1504,11/13/2019,11:12:34,2403,7,on,35.30507,-80.72944,Gold,Fretwell S,,
1505,11/13/2019,11:12:57,2410,1,on,35.3116,-80.74229,Silver,PORTAL East,,
1506,11/13/2019,11:13:08,2402,25,off,35.30526,-80.74238,Silver,EPIC N,,
1507,11/13/2019,11:13:08,2409,2,off,35.30801,-80.73471,Silver,Woodward Hall East,,
1508,11/13/2019,11:13:39,2410,3,on,35.31227,-80.74164,Silver,Duke Centennial Hall East,,
1509,11/13/2019,11:13:49,2401,14,off,35.30391,-80.73022,Green,Robinson Hall S,,
1510,11/13/2019,11:13:56,2411,3,off,35.31063,-80.72923,Silver,Student Health N,,
1511,11/13/2019,11:14:03,2406,1,on,35.30743,-80.73476,Green,Woodward Hall East,,
1512,11/13/2019,11:14:09,2406,3,off,35.30753,-80.73476,Green,Woodward Hall East,,
1513,11/13/2019,11:14:16,2402,2,off,35.30496,-80.74205,Silver,EPIC N,,
1514,11/13/2019,11:14:40,2409,11,off,35.30804,-80.73269,Silver,Student Union E,,
1515,11/13/2019,11:14:52,2407,3,on,35.3059,-80.72761,Silver,Woodward Hall East,,
1516,11/13/2019,11:14:56,2409,11,on,35.30804,-80.73269,Silver,Student Union E,,
1517,11/13/2019,11:15:07,2410,3,on,35.31079,-80.7412,Silver,Grigg Hall E,,
1518,11/13/2019,11:15:17,2403,28,off,35.30088,-80.73576,Gold,Fretwell S,,
1519,11/13/2019,11:15:18,2411,13,off,35.31028,-80.72672,Silver,Martin Hall,,
1520,11/13/2019,11:15:36,2402,12,off,35.31073,-80.74311,Silver,EPIC N,,
1521,11/13/2019,11:15:36,2407,12,off,35.3059,-80.72761,Silver,Woodward Hall East,,
1522,11/13/2019,11:15:39,2403,5,on,35.30068,-80.73577,Gold,Fretwell S,,
1523,11/13/2019,11:15:43,2401,1,on,35.30448,-80.73274,Green,Reese East,,
1524,11/13/2019,11:15:45,2410,1,off,35.30978,-80.74173,Silver,EPIC N,,
1525,11/13/2019,11:15:51,2401,3,off,35.30448,-80.73274,Green,Reese East,,
1526,11/13/2019,11:15:53,2406,7,off,35.30806,-80.73277,Green,Student Union E,,
1527,11/13/2019,11:15:55,2406,5,on,35.30806,-80.73276,Green,Student Union E,,
1528,11/13/2019,11:15:56,2409,1,on,35.30797,-80.73028,Silver,Aux Services East,,
1529,11/13/2019,11:15:56,2411,5,on,35.31021,-80.7266,Silver,Martin Hall,,
1530,11/13/2019,11:16:01,2410,4,on,35.30979,-80.74176,Silver,EPIC N,,
1531,11/13/2019,11:16:04,2409,4,off,35.30797,-80.73028,Silver,Aux Services East,,
1532,11/13/2019,11:16:17,2412,1,on,35.31204,-80.73358,Green,Wallis Hall W/Light Rail,,
1533,11/13/2019,11:16:38,2407,1,off,35.3059,-80.72761,Silver,Woodward Hall East,,
1534,11/13/2019,11:16:45,2401,2,off,35.30424,-80.73493,Green,Cone Deck W,,
1535,11/13/2019,11:17:07,2402,3,off,35.30921,-80.74409,Silver,EPIC N,,
1536,11/13/2019,11:17:09,2402,5,on,35.30938,-80.74406,Silver,EPIC N,,
1537,11/13/2019,11:17:24,2411,5,off,35.30866,-80.72486,Silver,Lot 6,,
1538,11/13/2019,11:17:31,2406,3,off,35.30809,-80.73039,Green,Aux Services East,,
1539,11/13/2019,11:17:33,2406,1,on,35.30809,-80.73039,Green,Aux Services East,,
1540,11/13/2019,11:17:40,2411,12,on,35.30868,-80.72494,Silver,Lot 6,,
1541,11/13/2019,11:17:42,2407,5,off,35.3059,-80.72761,Silver,Woodward Hall East,,
1542,11/13/2019,11:17:44,2409,1,on,35.3107,-80.72927,Silver,Student Health N,,
1543,11/13/2019,11:17:48,2409,5,off,35.3107,-80.72927,Silver,Student Health N,,
1544,11/13/2019,11:18:13,2412,1,off,35.3103,-80.73648,Green,Belk Hall S,,
1545,11/13/2019,11:18:15,2412,1,on,35.31036,-80.7366,Green,Belk Hall S,,
1546,11/13/2019,11:18:23,2410,1,on,35.30788,-80.73456,Silver,Woodward Hall East,,
1547,11/13/2019,11:18:25,2410,4,off,35.30788,-80.73456,Silver,Woodward Hall East,,
1548,11/13/2019,11:18:27,2403,2,off,35.3048,-80.73271,Gold,Fretwell S,,
1549,11/13/2019,11:18:34,2408,7,on,35.31175,-80.73312,Gold,Wallis Hall E/Light Rail,,
1550,11/13/2019,11:18:52,2411,5,off,35.30708,-80.72509,Silver,Lot 5A,,
1551,11/13/2019,11:18:58,2407,1,off,35.3059,-80.72761,Silver,Woodward Hall East,,
1552,11/13/2019,11:18:58,2411,7,on,35.30715,-80.72525,Silver,Lot 5A,,
1553,11/13/2019,11:19:15,2406,2,off,35.30722,-80.72961,Green,Fretwell S,,
1554,11/13/2019,11:19:17,2406,3,on,35.30724,-80.72964,Green,Fretwell S,,
1555,11/13/2019,11:19:20,2409,4,off,35.31032,-80.72668,Silver,Martin Hall,,
1556,11/13/2019,11:19:21,2402,1,on,35.31286,-80.74374,Silver,EPIC N,,
1557,11/13/2019,11:19:32,2411,1,off,35.30623,-80.72672,Silver,East Deck 2,,
1558,11/13/2019,11:19:44,2401,5,off,35.30126,-80.73572,Green,South Village Deck,,
1559,11/13/2019,11:19:45,2410,5,off,35.30797,-80.73266,Silver,Student Union E,,
1560,11/13/2019,11:19:45,2412,1,off,35.30798,-80.73463,Green,Woodward Hall East,,
1561,11/13/2019,11:19:57,2401,9,on,35.30123,-80.73568,Green,South Village Deck,,
1562,11/13/2019,11:20:01,2410,6,on,35.30796,-80.73266,Silver,Student Union E,,
1563,11/13/2019,11:20:03,2403,3,on,35.30336,-80.72942,Gold,Fretwell S,,
1564,11/13/2019,11:20:26,2409,3,off,35.30876,-80.72504,Silver,Lot 6,,
1565,11/13/2019,11:20:29,2409,1,on,35.30876,-80.72504,Silver,Lot 6,,
1566,11/13/2019,11:20:33,2402,2,on,35.30963,-80.74263,Silver,EPIC N,,
1567,11/13/2019,11:20:47,2403,1,on,35.30537,-80.7282,Gold,Cato Hall S,,
1568,11/13/2019,11:20:49,2403,1,off,35.30535,-80.7282,Gold,Cato Hall S,,
1569,11/13/2019,11:21:01,2410,1,off,35.30796,-80.73267,Silver,Student Union E,,
1570,11/13/2019,11:21:07,2402,4,off,35.31097,-80.74181,Silver,EPIC N,,
1571,11/13/2019,11:21:09,2410,1,on,35.30796,-80.73267,Silver,Student Union E,,
1572,11/13/2019,11:21:12,2401,1,off,35.30223,-80.7329,Green,Levine Hall E,,
1573,11/13/2019,11:21:14,2408,6,off,35.307,-80.72948,Gold,Fretwell S,,
1574,11/13/2019,11:21:14,2411,4,off,35.30782,-80.7299,Silver,East Deck 2,,
1575,11/13/2019,11:21:16,2411,3,on,35.30782,-80.7299,Silver,East Deck 2,,
1576,11/13/2019,11:21:17,2406,1,on,35.30553,-80.7283,Green,Fretwell S,,
1577,11/13/2019,11:21:21,2406,10,off,35.30553,-80.7283,Green,Fretwell S,,
1578,11/13/2019,11:21:33,2412,2,off,35.30813,-80.73273,Green,Student Union E,,
1579,11/13/2019,11:21:35,2412,2,on,35.30813,-80.73273,Green,Student Union E,,
1580,11/13/2019,11:21:38,2409,3,off,35.30718,-80.72527,Silver,Lot 5A,,
1581,11/13/2019,11:22:20,2409,1,off,35.30636,-80.72676,Silver,East Deck 2,,
1582,11/13/2019,11:22:23,2406,1,off,35.30371,-80.72951,Green,Robinson Hall S,,
1583,11/13/2019,11:22:25,2406,2,on,35.30369,-80.72952,Green,Robinson Hall S,,
1584,11/13/2019,11:22:31,2403,1,on,35.30818,-80.72935,Gold,Cato Hall S,,
1585,11/13/2019,11:22:33,2403,2,off,35.30818,-80.72935,Gold,Cato Hall S,,
1586,11/13/2019,11:22:40,2408,1,off,35.30513,-80.72823,Gold,Cato Hall S,,
1587,11/13/2019,11:22:49,2402,1,off,35.30978,-80.74184,Silver,EPIC N,,
1588,11/13/2019,11:22:51,2402,1,on,35.30986,-80.74183,Silver,EPIC N,,
1589,11/13/2019,11:22:56,2401,1,on,35.30356,-80.72978,Green,Robinson Hall N,,
1590,11/13/2019,11:22:58,2401,1,off,35.30356,-80.72978,Green,Robinson Hall N,,
1591,11/13/2019,11:22:58,2411,17,off,35.30824,-80.73296,Silver,East Deck 2,,
1592,11/13/2019,11:23:04,2407,1,on,35.3059,-80.72761,Silver,Woodward Hall East,,
1593,11/13/2019,11:23:05,2410,3,off,35.30802,-80.73037,Silver,Aux Services East,,
1594,11/13/2019,11:23:18,2411,11,on,35.30825,-80.73307,Silver,East Deck 2,,
1595,11/13/2019,11:23:39,2412,1,off,35.30688,-80.72945,Green,Fretwell S,,
1596,11/13/2019,11:23:45,2403,3,off,35.30816,-80.73267,Gold,Cato Hall S,,
1597,11/13/2019,11:23:47,2403,2,on,35.30816,-80.73267,Gold,Cato Hall S,,
1598,11/13/2019,11:23:59,2409,2,on,35.30759,-80.72929,Silver,Fretwell N,,
1599,11/13/2019,11:24:02,2401,1,off,35.30529,-80.7285,Green,Cato Hall N,,
1600,11/13/2019,11:24:33,2406,2,off,35.30457,-80.73275,Green,Reese East,,
1601,11/13/2019,11:24:44,2408,1,off,35.30198,-80.73298,Gold,Levine Hall W,,
1602,11/13/2019,11:25:26,2409,1,off,35.30803,-80.73257,Silver,Student Union W,,
1603,11/13/2019,11:25:27,2406,3,off,35.30404,-80.73489,Green,Cone Deck W,,
1604,11/13/2019,11:25:29,2410,1,on,35.3103,-80.72666,Silver,Martin Hall,,
1605,11/13/2019,11:25:33,2410,4,off,35.3103,-80.72664,Silver,Martin Hall,,
1606,11/13/2019,11:25:38,2401,1,on,35.3079,-80.72994,Green,Fretwell N,,
1607,11/13/2019,11:25:40,2401,1,off,35.30789,-80.72998,Green,Fretwell N,,
1608,11/13/2019,11:25:53,2412,2,off,35.3039,-80.73011,Green,Robinson Hall S,,
1609,11/13/2019,11:25:58,2411,1,on,35.30923,-80.74116,Silver,East Deck 2,,
1610,11/13/2019,11:26:22,2409,1,on,35.30803,-80.7326,Silver,Student Union W,,
1611,11/13/2019,11:26:37,2410,1,off,35.30883,-80.72509,Silver,Lot 6,,
1612,11/13/2019,11:26:44,2401,1,off,35.30925,-80.72976,Green,Fretwell N,,
1613,11/13/2019,11:26:54,2408,1,on,35.30122,-80.73559,Gold,Hunt Hall,,
1614,11/13/2019,11:27:28,2401,2,on,35.31076,-80.72948,Green,Student Health N,,
1615,11/13/2019,11:27:30,2401,3,off,35.31076,-80.72948,Green,Student Health N,,
1616,11/13/2019,11:27:33,2402,7,on,35.3076,-80.73038,Silver,EPIC N,,
1617,11/13/2019,11:27:35,2407,4,on,35.3059,-80.72761,Silver,Woodward Hall East,,
1618,11/13/2019,11:27:37,2402,6,off,35.30761,-80.73038,Silver,EPIC N,,
1619,11/13/2019,11:27:37,2410,2,off,35.3072,-80.7252,Silver,Lot 5A,,
1620,11/13/2019,11:27:41,2412,1,off,35.30444,-80.73283,Green,Reese East,,
1621,11/13/2019,11:27:49,2403,2,off,35.31199,-80.73305,Gold,Cato Hall S,,
1622,11/13/2019,11:27:55,2403,1,on,35.31199,-80.73303,Gold,Cato Hall S,,
1623,11/13/2019,11:27:59,2406,5,off,35.30103,-80.73569,Green,South Village Deck,,
1624,11/13/2019,11:28:01,2406,5,on,35.30103,-80.73569,Green,South Village Deck,,
1625,11/13/2019,11:28:11,2410,1,off,35.30626,-80.72667,Silver,East Deck 2,,
1626,11/13/2019,11:28:21,2410,4,on,35.30629,-80.72668,Silver,East Deck 2,,
1627,11/13/2019,11:28:30,2409,1,off,35.3074,-80.73978,Silver,Athletics Complex W,,
1628,11/13/2019,11:28:50,2411,12,off,35.31126,-80.74339,Silver,East Deck 2,,
1629,11/13/2019,11:28:59,2402,3,off,35.30997,-80.72934,Silver,EPIC N,,
1630,11/13/2019,11:29:25,2406,1,on,35.30213,-80.73273,Green,Levine Hall E,,
1631,11/13/2019,11:29:26,2409,3,off,35.30925,-80.74123,Silver,EPIC S,,
1632,11/13/2019,11:29:27,2406,1,off,35.30213,-80.73273,Green,Levine Hall E,,
1633,11/13/2019,11:29:52,2411,1,off,35.30946,-80.7441,Silver,East Deck 2,,
1634,11/13/2019,11:30:02,2411,2,off,35.30946,-80.74411,Silver,CRI Deck,,
1635,11/13/2019,11:30:04,2401,2,off,35.31361,-80.7328,Green,North Deck,,
1636,11/13/2019,11:30:05,2402,2,off,35.3104,-80.72654,Silver,EPIC N,,
1637,11/13/2019,11:30:06,2401,3,on,35.31361,-80.7328,Green,North Deck,,
1638,11/13/2019,11:30:07,2402,3,on,35.3104,-80.72654,Silver,EPIC N,,
1639,11/13/2019,11:30:34,2411,1,on,35.30964,-80.74432,Silver,CRI Deck,,
1640,11/13/2019,11:30:37,2403,1,off,35.31193,-80.73302,Gold,Cato Hall S,,
1641,11/13/2019,11:30:50,2412,1,off,35.30144,-80.73576,Green,South Village Deck,,
1642,11/13/2019,11:30:51,2407,3,on,35.3059,-80.72761,Silver,Woodward Hall East,,
1643,11/13/2019,11:31:15,2406,1,off,35.30332,-80.72947,Green,Robinson Hall N,,
1644,11/13/2019,11:31:17,2402,2,off,35.30913,-80.725,Silver,EPIC N,,
1645,11/13/2019,11:31:23,2410,1,off,35.30817,-80.7328,Silver,Student Union W,,
1646,11/13/2019,11:31:24,2412,1,off,35.30141,-80.73556,Green,South Village Deck,,
1647,11/13/2019,11:31:25,2410,2,on,35.30817,-80.7328,Silver,Student Union W,,
1648,11/13/2019,11:31:43,2407,6,off,35.3059,-80.72761,Silver,Woodward Hall East,,
1649,11/13/2019,11:31:47,2408,1,on,35.30435,-80.73278,Gold,Reese East,,
1650,11/13/2019,11:32:13,2402,1,on,35.30688,-80.72534,Silver,EPIC N,,
1651,11/13/2019,11:32:27,2406,1,on,35.30521,-80.72829,Green,Cato Hall N,,
1652,11/13/2019,11:32:29,2406,2,off,35.30521,-80.72829,Green,Cato Hall N,,
1653,11/13/2019,11:32:32,2411,5,on,35.3125,-80.74198,Silver,Duke Centennial Hall East,,
1654,11/13/2019,11:33:32,2401,1,off,35.31186,-80.73316,Green,North Deck,,
1655,11/13/2019,11:33:44,2409,1,off,35.30954,-80.74418,Silver,CRI Deck,,
1656,11/13/2019,11:33:46,2401,6,on,35.31193,-80.73325,Green,North Deck,,
1657,11/13/2019,11:33:48,2411,1,on,35.31108,-80.74151,Silver,Grigg Hall E,,
1658,11/13/2019,11:33:51,2407,1,on,35.31081,-80.72929,Silver,Woodward Hall East,,
1659,11/13/2019,11:33:52,2409,1,on,35.30954,-80.74418,Silver,CRI Deck,,
1660,11/13/2019,11:33:55,2407,1,off,35.31094,-80.72932,Silver,Woodward Hall East,,
1661,11/13/2019,11:34:11,2403,1,on,35.30528,-80.72828,Gold,Cato Hall S,,
1662,11/13/2019,11:34:30,2411,1,on,35.31004,-80.74203,Silver,EPIC N,,
1663,11/13/2019,11:34:31,2402,3,off,35.30821,-80.72925,Silver,EPIC N,,
1664,11/13/2019,11:34:57,2406,1,on,35.30784,-80.72942,Green,Fretwell N,,
1665,11/13/2019,11:35:01,2403,1,on,35.30336,-80.72981,Gold,Robinson Hall S,,
1666,11/13/2019,11:35:26,2409,1,on,35.30954,-80.74419,Silver,CRI Deck,,
1667,11/13/2019,11:35:29,2410,2,off,35.3096,-80.74146,Silver,EPIC S,,
1668,11/13/2019,11:35:38,2401,2,on,35.31027,-80.73637,Green,Belk Hall S,,
1669,11/13/2019,11:35:43,2402,1,off,35.3076,-80.73268,Silver,EPIC N,,
1670,11/13/2019,11:35:45,2402,1,on,35.30748,-80.73275,Silver,EPIC N,,
1671,11/13/2019,11:35:55,2407,1,off,35.30887,-80.72508,Silver,Woodward Hall East,,
1672,11/13/2019,11:35:57,2407,3,on,35.30887,-80.72508,Silver,Woodward Hall East,,
1673,11/13/2019,11:36:11,2403,1,on,35.30209,-80.73317,Gold,Levine Hall W,,
1674,11/13/2019,11:36:13,2410,1,off,35.31079,-80.74134,Silver,Grigg Hall W,,
1675,11/13/2019,11:36:49,2406,1,off,35.31076,-80.72932,Green,Student Health N,,
1676,11/13/2019,11:37:06,2401,2,off,35.30796,-80.73463,Green,Woodward Hall East,,
1677,11/13/2019,11:37:08,2401,3,on,35.30797,-80.73463,Green,Woodward Hall East,,
1678,11/13/2019,11:37:09,2403,1,on,35.30135,-80.73567,Gold,Hunt Hall,,
1679,11/13/2019,11:37:09,2407,1,on,35.30724,-80.72525,Silver,Woodward Hall East,,
1680,11/13/2019,11:37:09,2410,2,off,35.31271,-80.74086,Silver,Motor Sports,,
1681,11/13/2019,11:37:11,2403,3,off,35.30135,-80.73567,Gold,Hunt Hall,,
1682,11/13/2019,11:37:18,2409,1,on,35.31245,-80.74184,Silver,Duke Centennial Hall East,,
1683,11/13/2019,11:37:39,2411,1,off,35.30783,-80.7346,Silver,Woodward Hall East,,
1684,11/13/2019,11:37:41,2402,2,on,35.30964,-80.73295,Silver,Student Union W,,
1685,11/13/2019,11:37:57,2408,1,off,35.30814,-80.73244,Gold,Student Union W,,
1686,11/13/2019,11:38:28,2401,1,on,35.30806,-80.73264,Green,Student Union E,,
1687,11/13/2019,11:38:31,2408,6,on,35.30815,-80.73244,Gold,Student Union W,,
1688,11/13/2019,11:38:32,2401,7,off,35.30806,-80.73264,Green,Student Union E,,
1689,11/13/2019,11:38:34,2401,4,on,35.30806,-80.73264,Green,Student Union E,,
1690,11/13/2019,11:38:51,2407,1,off,35.3075,-80.72931,Silver,Woodward Hall East,,
1691,11/13/2019,11:38:59,2406,1,off,35.31325,-80.73188,Green,North Deck,,
1692,11/13/2019,11:39:01,2411,2,off,35.30807,-80.73277,Silver,Student Union E,,
1693,11/13/2019,11:39:04,2409,4,on,35.31096,-80.74146,Silver,Grigg Hall E,,
1694,11/13/2019,11:39:07,2410,1,off,35.30936,-80.74422,Silver,CRI Deck,,
1695,11/13/2019,11:39:07,2411,6,on,35.30807,-80.73277,Silver,Student Union E,,
1696,11/13/2019,11:39:09,2410,1,on,35.30936,-80.74422,Silver,CRI Deck,,
1697,11/13/2019,11:39:54,2412,3,on,35.30347,-80.72894,Green,Robinson Hall S,,
1698,11/13/2019,11:39:56,2401,2,off,35.30809,-80.73045,Green,Aux Services East,,
1699,11/13/2019,11:40:01,2407,3,off,35.30809,-80.73268,Silver,Student Union E,,
1700,11/13/2019,11:40:09,2411,3,off,35.30807,-80.73056,Silver,Aux Services East,,
1701,11/13/2019,11:40:15,2411,1,on,35.30807,-80.73056,Silver,Aux Services East,,
1702,11/13/2019,11:40:17,2407,2,on,35.30809,-80.73268,Silver,Student Union E,,
1703,11/13/2019,11:40:25,2403,1,off,35.3043,-80.73499,Gold,Cone Deck East,,
1704,11/13/2019,11:41:02,2412,2,off,35.30519,-80.72811,Green,Robinson Hall S,,
1705,11/13/2019,11:41:11,2403,1,on,35.30438,-80.73275,Gold,Reese East,,
1706,11/13/2019,11:41:12,2401,1,on,35.30697,-80.72953,Green,Fretwell S,,
1707,11/13/2019,11:41:13,2403,1,off,35.30438,-80.73275,Gold,Reese East,,
1708,11/13/2019,11:41:14,2401,4,off,35.30697,-80.72953,Green,Fretwell S,,
1709,11/13/2019,11:41:35,2408,3,on,35.30939,-80.73637,Gold,Union Deck/Belk N,,
1710,11/13/2019,11:41:39,2411,1,off,35.31071,-80.72932,Silver,Student Health N,,
1711,11/13/2019,11:42:09,2407,1,on,35.3081,-80.73267,Silver,Student Union E,,
1712,11/13/2019,11:42:19,2410,1,on,35.31165,-80.74253,Silver,PORTAL East,,
1713,11/13/2019,11:42:22,2409,3,on,35.30801,-80.73481,Silver,Woodward Hall East,,
1714,11/13/2019,11:42:41,2411,5,off,35.31028,-80.72654,Silver,Martin Hall,,
1715,11/13/2019,11:42:43,2411,4,on,35.31027,-80.72654,Silver,Martin Hall,,
1716,11/13/2019,11:42:54,2412,2,on,35.30745,-80.72934,Green,Robinson Hall S,,
1717,11/13/2019,11:42:56,2412,4,off,35.30745,-80.72934,Green,Robinson Hall S,,
1718,11/13/2019,11:43:09,2410,3,on,35.31234,-80.74176,Silver,Duke Centennial Hall East,,
