,Bus,Count,OnOff,Latitude,Longitude,Route,Stop,CorrectStop,DateTime
0,2406,0,on,35.312,-80.7335,Green,Wallis Hall W,Wallis Hall W,2019-11-14 01:58:02
1,2406,0,on,35.31025,-80.73619,Green,Belk Hall S,Belk Hall S,2019-11-14 01:58:17
2,2406,0,on,35.3079,-80.7348,Green,Woodward Hall East,Woodward Hall East,2019-11-14 01:58:32
3,2406,0,on,35.30809,-80.73272,Green,Student Union E,Student Union E,2019-11-14 01:58:47
4,2406,0,on,35.3080314,-80.7304667,Green,Aux Services East,Aux Services East,2019-11-14 01:59:02
5,2406,0,on,35.307,-80.7295,Green,Fretwell S,Fretwell S,2019-11-14 01:59:17
6,2406,0,on,35.305107,-80.7283145,Green,Cato Hall S,Cato Hall S,2019-11-14 01:59:32
7,2406,0,on,35.30352,-80.72948,Green,Robinson Hall S,Robinson Hall S,2019-11-14 01:59:47
8,2406,0,on,35.3042998,-80.7326206,Green,Reese East,Reese East,2019-11-14 02:00:02
9,2406,0,on,35.30432,-80.735009,Green,Cone Deck W,Cone Deck W,2019-11-14 02:00:17
10,2406,0,on,35.3026439,-80.7377572,Green,Alumni Way E,Alumni Way E,2019-11-14 02:00:32
11,2406,0,off,35.301113129,-80.735740662,Green,South Village Deck,South Village Deck,2019-11-13 06:27:16
12,2406,0,on,35.3021,-80.7327,Green,Levine Hall E,Levine Hall E,2019-11-13 06:27:31
13,2406,0,on,35.30337,-80.72945,Green,Robinson Hall N,Robinson Hall N,2019-11-13 06:27:46
14,2406,1,on,35.305107117,-80.728218079,Green,Cato Hall N,Cato Hall N,2019-11-13 06:36:35
15,2406,0,on,35.3075872,-80.7292483,Green,Fretwell N,Fretwell N,2019-11-13 06:36:50
16,2406,0,on,35.308998108,-80.729255676,Green,Hickory Hall North,Hickory Hall North,2019-11-13 06:37:05
17,2406,0,on,35.3107,-80.7293,Green,Student Health N,Student Health N,2019-11-13 06:37:20
18,2406,0,on,35.31166,-80.7304,Green,Student Health (Green) W,Student Health (Green) W,2019-11-13 06:37:35
19,2406,-1,off,35.313560486,-80.731864929,Green,North Deck,North Deck,2019-11-13 06:39:53
20,2406,0,on,35.312,-80.7335,Green,Wallis Hall W,Wallis Hall W,2019-11-13 06:40:08
21,2406,0,on,35.31025,-80.73619,Green,Belk Hall S,Belk Hall S,2019-11-13 06:40:23
22,2406,0,on,35.3079,-80.7348,Green,Woodward Hall East,Woodward Hall East,2019-11-13 06:40:38
23,2406,0,on,35.30809,-80.73272,Green,Student Union E,Student Union E,2019-11-13 06:40:53
24,2406,0,on,35.3080314,-80.7304667,Green,Aux Services East,Aux Services East,2019-11-13 06:41:08
25,2406,1,on,35.306987762,-80.729522705,Green,Fretwell S,Fretwell S,2019-11-13 06:48:17
26,2406,0,on,35.305107,-80.7283145,Green,Cato Hall S,Cato Hall S,2019-11-13 06:48:32
27,2406,0,on,35.30352,-80.72948,Green,Robinson Hall S,Robinson Hall S,2019-11-13 06:48:47
28,2406,0,on,35.3042998,-80.7326206,Green,Reese East,Reese East,2019-11-13 06:49:02
29,2406,0,on,35.30432,-80.735009,Green,Cone Deck W,Cone Deck W,2019-11-13 06:49:17
30,2406,0,on,35.3026439,-80.7377572,Green,Alumni Way E,Alumni Way E,2019-11-13 06:49:32
31,2406,3,on,35.301101685,-80.735733032,Green,South Village Deck,South Village Deck,2019-11-13 06:53:31
32,2406,-3,off,35.302154541,-80.732727051,Green,Levine Hall E,Levine Hall E,2019-11-13 06:57:52
33,2406,0,on,35.30337,-80.72945,Green,Robinson Hall N,Robinson Hall N,2019-11-13 06:58:07
34,2406,0,on,35.3050917,-80.7281563,Green,Cato Hall N,Cato Hall N,2019-11-13 06:58:22
35,2406,-1,off,35.307559967,-80.729354858,Green,Fretwell N,Fretwell N,2019-11-13 07:00:24
36,2406,0,on,35.308998108,-80.729255676,Green,Hickory Hall North,Hickory Hall North,2019-11-13 07:00:39
37,2406,0,on,35.3107,-80.7293,Green,Student Health N,Student Health N,2019-11-13 07:00:54
38,2406,0,on,35.31166,-80.7304,Green,Student Health (Green) W,Student Health (Green) W,2019-11-13 07:01:09
39,2406,0,on,35.3134338,-80.7319048,Green,North Deck,North Deck,2019-11-13 07:01:24
40,2406,1,on,35.311962128,-80.733451843,Green,Wallis Hall W/Light Rail,Wallis Hall W,2019-11-13 07:08:04
41,2406,2,on,35.310279846,-80.73613739,Green,Belk Hall S,Belk Hall S,2019-11-13 07:09:12
42,2406,0,on,35.3079,-80.7348,Green,Woodward Hall East,Woodward Hall East,2019-11-13 07:09:27
43,2406,1,on,35.308105469,-80.732879639,Green,Student Union E,Student Union E,2019-11-13 07:11:22
44,2406,0,on,35.3080314,-80.7304667,Green,Aux Services East,Aux Services East,2019-11-13 07:11:37
45,2406,-1,off,35.307006836,-80.729522705,Green,Fretwell S,Fretwell S,2019-11-13 07:13:20
46,2406,0,on,35.305107,-80.7283145,Green,Cato Hall S,Cato Hall S,2019-11-13 07:13:35
47,2406,-3,off,35.303524017,-80.729560852,Green,Robinson Hall S,Robinson Hall S,2019-11-13 07:15:26
48,2406,0,on,35.3042998,-80.7326206,Green,Reese East,Reese East,2019-11-13 07:15:41
49,2406,0,on,35.30432,-80.735009,Green,Cone Deck W,Cone Deck W,2019-11-13 07:15:56
50,2406,0,on,35.3026439,-80.7377572,Green,Alumni Way E,Alumni Way E,2019-11-13 07:16:11
51,2406,-2,on,35.301166534,-80.735778809,Green,South Village Deck,South Village Deck,2019-11-13 07:20:20
52,2406,0,on,35.3021,-80.7327,Green,Levine Hall E,Levine Hall E,2019-11-13 07:20:35
53,2406,-2,off,35.303386688,-80.729469299,Green,Robinson Hall N,Robinson Hall N,2019-11-13 07:24:42
54,2406,-1,off,35.305118561,-80.728225708,Green,Cato Hall N,Cato Hall N,2019-11-13 07:25:36
55,2406,-4,off,35.307575226,-80.729309082,Green,Fretwell N,Fretwell N,2019-11-13 07:26:52
56,2406,0,on,35.308998108,-80.729255676,Green,Hickory Hall North,Hickory Hall North,2019-11-13 07:27:07
57,2406,2,on,35.310661316,-80.729263306,Green,Student Health N,Student Health N,2019-11-13 07:30:55
58,2406,0,on,35.31166,-80.7304,Green,Student Health (Green) W,Student Health (Green) W,2019-11-13 07:31:10
59,2406,4,on,35.31370163,-80.732017517,Green,North Deck,North Deck,2019-11-13 07:32:29
60,2406,5,on,35.311927795,-80.733451843,Green,Wallis Hall W/Light Rail,Wallis Hall W,2019-11-13 07:35:31
61,2406,3,on,35.310268402,-80.73613739,Green,Belk Hall S,Belk Hall S,2019-11-13 07:36:43
62,2406,-2,off,35.308063507,-80.734809875,Green,Woodward Hall East,Woodward Hall East,2019-11-13 07:37:55
63,2406,-1,off,35.308258057,-80.73285675,Green,Student Union E,Student Union E,2019-11-13 07:38:39
64,2406,0,on,35.3080314,-80.7304667,Green,Aux Services East,Aux Services East,2019-11-13 07:38:54
65,2406,-8,off,35.30701828,-80.729515076,Green,Fretwell S,Fretwell S,2019-11-13 07:40:47
66,2406,-1,on,35.305156708,-80.72832489,Green,Cato Hall S,Cato Hall S,2019-11-13 07:41:43
67,2406,0,on,35.30352,-80.72948,Green,Robinson Hall S,Robinson Hall S,2019-11-13 07:41:58
68,2406,-2,off,35.304550171,-80.732711792,Green,Reese East,Reese East,2019-11-13 07:44:15
69,2406,0,on,35.30432,-80.735009,Green,Cone Deck W,Cone Deck W,2019-11-13 07:44:30
70,2406,0,on,35.3026439,-80.7377572,Green,Alumni Way E,Alumni Way E,2019-11-13 07:44:45
71,2406,9,on,35.301204681,-80.735771179,Green,South Village Deck,South Village Deck,2019-11-13 07:49:51
72,2406,-1,off,35.302200317,-80.732772827,Green,Levine Hall E,Levine Hall E,2019-11-13 07:51:21
73,2406,0,on,35.30337,-80.72945,Green,Robinson Hall N,Robinson Hall N,2019-11-13 07:51:36
74,2406,-4,off,35.305130005,-80.728225708,Green,Cato Hall N,Cato Hall N,2019-11-13 07:53:51
75,2406,-3,off,35.307548523,-80.729301453,Green,Fretwell N,Fretwell N,2019-11-13 07:55:45
76,2406,0,on,35.308998108,-80.729255676,Green,Hickory Hall North,Hickory Hall North,2019-11-13 07:56:00
77,2406,1,on,35.310649872,-80.729248047,Green,Student Health N,Student Health N,2019-11-13 07:59:21
78,2406,0,on,35.31166,-80.7304,Green,Student Health (Green) W,Student Health (Green) W,2019-11-13 07:59:36
79,2406,0,on,35.3134338,-80.7319048,Green,North Deck,North Deck,2019-11-13 07:59:51
80,2406,3,on,35.311935425,-80.733451843,Green,Wallis Hall W/Light Rail,Wallis Hall W,2019-11-13 08:04:49
81,2406,1,on,35.310306549,-80.736083984,Green,Belk Hall S,Belk Hall S,2019-11-13 08:06:20
82,2406,-4,off,35.30802536,-80.734786987,Green,Woodward Hall East,Woodward Hall East,2019-11-13 08:07:54
83,2406,-1,off,35.308227539,-80.732810974,Green,Student Union E,Student Union E,2019-11-13 08:09:00
84,2406,0,on,35.3080314,-80.7304667,Green,Aux Services East,Aux Services East,2019-11-13 08:09:15
85,2406,-1,off,35.307044983,-80.729484558,Green,Fretwell S,Fretwell S,2019-11-13 08:10:26
86,2406,0,on,35.305107,-80.7283145,Green,Cato Hall S,Cato Hall S,2019-11-13 08:10:41
87,2406,0,on,35.30352,-80.72948,Green,Robinson Hall S,Robinson Hall S,2019-11-13 08:10:56
88,2406,-1,off,35.304653168,-80.732696533,Green,Reese East,Reese East,2019-11-13 08:14:10
89,2406,0,on,35.30432,-80.735009,Green,Cone Deck W,Cone Deck W,2019-11-13 08:14:25
90,2406,1,on,35.302661896,-80.737785339,Green,Alumni Way E,Alumni Way E,2019-11-13 08:15:50
91,2406,1,on,35.301345825,-80.735733032,Green,South Village Deck,South Village Deck,2019-11-13 08:16:40
92,2406,1,on,35.302146912,-80.732727051,Green,Levine Hall E,Levine Hall E,2019-11-13 08:19:54
93,2406,0,on,35.30337,-80.72945,Green,Robinson Hall N,Robinson Hall N,2019-11-13 08:20:09
94,2406,1,on,35.305149078,-80.728225708,Green,Cato Hall N,Cato Hall N,2019-11-13 08:21:50
95,2406,-2,off,35.307552338,-80.729278564,Green,Fretwell N,Fretwell N,2019-11-13 08:23:12
96,2406,0,on,35.308998108,-80.729255676,Green,Hickory Hall North,Hickory Hall North,2019-11-13 08:23:27
97,2406,0,on,35.3107,-80.7293,Green,Student Health N,Student Health N,2019-11-13 08:23:42
98,2406,0,on,35.31166,-80.7304,Green,Student Health (Green) W,Student Health (Green) W,2019-11-13 08:23:57
