,Bus,Count,OnOff,Latitude,Longitude,Route,Stop,CorrectStop,DateTime
0,2402,0,on,35.3088015,-80.725095,Silver,Lot 6,Lot 6,2019-11-13 15:15:34
1,2402,0,on,35.3072,-80.7252,Silver,Lot 5A,Lot 5A,2019-11-13 15:15:49
2,2402,0,on,35.3063,-80.7268,Silver,East Deck 2,East Deck 2,2019-11-13 15:16:04
3,2402,0,on,35.3075872,-80.7292483,Silver,Fretwell N,Fretwell N,2019-11-13 15:16:19
4,2402,0,on,35.30813,-80.73268,Silver,Student Union W,Student Union W,2019-11-13 15:16:34
5,2402,0,on,35.307468,-80.739724,Silver,Athletics Complex W,Athletics Complex W,2019-11-13 15:16:49
6,2402,0,on,35.309368,-80.741265,Silver,EPIC N,EPIC N,2019-11-13 15:17:04
7,2402,0,on,35.3109099,-80.7414292,Silver,Grigg Hall W,Grigg Hall W,2019-11-13 15:17:19
8,2402,0,on,35.3127712,-80.7408974,Silver,Motor Sports,Motor Sports,2019-11-13 15:17:34
9,2402,0,on,35.31106,-80.74313,Silver,Portal W,Portal W,2019-11-13 15:17:49
10,2402,35,on,35.309421539,-80.74407196,Silver,CRI Deck,CRI Deck,2019-11-13 06:50:31
11,2402,-2,on,35.311653137,-80.742469788,Silver,PORTAL East,PORTAL East,2019-11-13 06:51:51
12,2402,0,on,35.31231,-80.74171,Silver,Duke Centennial Hall East,Duke Centennial Hall East,2019-11-13 06:52:06
13,2402,0,on,35.3110084,-80.7415284,Silver,Grigg Hall E,Grigg Hall E,2019-11-13 06:52:21
14,2402,0,off,35.309925079,-80.741851807,Silver,EPIC N,EPIC S,2019-11-13 06:53:49
15,2402,0,on,35.3074358,-80.7399452,Silver,Athletics Complex E,Athletics Complex E,2019-11-13 06:54:04
16,2402,0,on,35.3079,-80.7348,Silver,Woodward Hall East,Woodward Hall East,2019-11-13 06:54:19
17,2402,-31,off,35.308097839,-80.732574463,Silver,Student Union E,Student Union E,2019-11-13 06:57:33
18,2402,-3,off,35.308067322,-80.730361938,Silver,Aux Services East,Aux Services East,2019-11-13 06:58:27
19,2402,-1,off,35.308998108,-80.729255676,Silver,Hickory Hall North,Hickory Hall North,2019-11-13 06:59:51
20,2402,0,on,35.3107,-80.7293,Silver,Student Health N,Student Health N,2019-11-13 07:00:06
21,2402,8,on,35.310325623,-80.726707458,Silver,Martin Hall,Martin Hall,2019-11-13 07:01:35
22,2402,0,on,35.3088015,-80.725095,Silver,Lot 6,Lot 6,2019-11-13 07:01:50
23,2402,2,on,35.307220459,-80.725257874,Silver,Lot 5A,Lot 5A,2019-11-13 07:03:13
24,2402,0,on,35.3063,-80.7268,Silver,East Deck 2,East Deck 2,2019-11-13 07:03:28
25,2402,0,on,35.3075872,-80.7292483,Silver,Fretwell N,Fretwell N,2019-11-13 07:03:43
26,2402,-5,off,35.30814743,-80.732666016,Silver,Student Union W,Student Union W,2019-11-13 07:06:15
