,Bus,Count,OnOff,Latitude,Longitude,Route,Stop,CorrectStop,DateTime
0,2411,0,on,35.3088015,-80.725095,Silver,Lot 6,Lot 6,2019-11-14 02:03:01
1,2411,0,on,35.3072,-80.7252,Silver,Lot 5A,Lot 5A,2019-11-14 02:03:16
2,2411,0,on,35.3063,-80.7268,Silver,East Deck 2,East Deck 2,2019-11-14 02:03:31
3,2411,0,on,35.3075872,-80.7292483,Silver,Fretwell N,Fretwell N,2019-11-14 02:03:46
4,2411,0,on,35.30813,-80.73268,Silver,Student Union W,Student Union W,2019-11-14 02:04:01
5,2411,0,on,35.307468,-80.739724,Silver,Athletics Complex W,Athletics Complex W,2019-11-14 02:04:16
6,2411,0,on,35.309368,-80.741265,Silver,EPIC N,EPIC N,2019-11-14 02:04:31
7,2411,0,on,35.3109099,-80.7414292,Silver,Grigg Hall W,Grigg Hall W,2019-11-14 02:04:46
8,2411,0,on,35.3127712,-80.7408974,Silver,Motor Sports,Motor Sports,2019-11-14 02:05:01
9,2411,0,on,35.31106,-80.74313,Silver,Portal W,Portal W,2019-11-14 02:05:16
10,2411,0,on,35.3094,-80.7441,Silver,CRI Deck,CRI Deck,2019-11-14 02:05:31
11,2411,0,on,35.31164,-80.74249,Silver,PORTAL East,PORTAL East,2019-11-14 02:05:46
12,2411,0,on,35.31231,-80.74171,Silver,Duke Centennial Hall East,Duke Centennial Hall East,2019-11-14 02:06:01
13,2411,0,on,35.3110084,-80.7415284,Silver,Grigg Hall E,Grigg Hall E,2019-11-14 02:06:16
14,2411,3,on,35.309921265,-80.741836548,Silver,EPIC N,EPIC S,2019-11-13 09:30:47
15,2411,0,on,35.3074358,-80.7399452,Silver,Athletics Complex E,Athletics Complex E,2019-11-13 09:31:02
16,2411,0,on,35.3079,-80.7348,Silver,Woodward Hall East,Woodward Hall East,2019-11-13 09:31:17
17,2411,-1,off,35.30809021,-80.732711792,Silver,Student Union E,Student Union E,2019-11-13 09:34:09
18,2411,1,on,35.308067322,-80.730308533,Silver,Aux Services East,Aux Services East,2019-11-13 09:36:55
19,2411,-1,off,35.308971405,-80.729263306,Silver,Hickory Hall North,Hickory Hall North,2019-11-13 09:39:59
20,2411,-1,off,35.310703278,-80.729240417,Silver,Student Health N,Student Health N,2019-11-13 09:40:43
21,2411,22,off,35.310302734,-80.7266922,Silver,Martin Hall,Martin Hall,2019-11-13 09:42:23
22,2411,12,on,35.308841705,-80.725105286,Silver,Lot 6,Lot 6,2019-11-13 09:44:41
23,2411,8,on,35.307186127,-80.725242615,Silver,Lot 5A,Lot 5A,2019-11-13 09:45:56
24,2411,-1,off,35.306350708,-80.726676941,Silver,East Deck 2,East Deck 2,2019-11-13 09:46:30
25,2411,0,on,35.3075872,-80.7292483,Silver,Fretwell N,Fretwell N,2019-11-13 09:46:45
26,2411,0,on,35.30813,-80.73268,Silver,Student Union W,Student Union W,2019-11-13 09:47:00
27,2411,0,on,35.307468,-80.739724,Silver,Athletics Complex W,Athletics Complex W,2019-11-13 09:47:15
28,2411,0,on,35.309368,-80.741265,Silver,EPIC N,EPIC N,2019-11-13 09:47:30
