,Bus,Count,OnOff,Latitude,Longitude,Route,Stop,CorrectStop,DateTime
99,2401,2,on,35.313583374,-80.731880188,Green,North Deck,North Deck,2019-11-13 08:20:11
100,2401,10,off,35.31199646,-80.733413696,Green,Wallis Hall W/Light Rail,Wallis Hall W,2019-11-13 08:22:21
101,2401,2,on,35.310230255,-80.73614502,Green,Belk Hall S,Belk Hall S,2019-11-13 08:24:49
102,2401,-1,off,35.30796051,-80.734794617,Green,Woodward Hall East,Woodward Hall East,2019-11-13 08:26:11
103,2401,-12,off,35.308063507,-80.732749939,Green,Student Union E,Student Union E,2019-11-13 08:27:19
104,2401,-1,off,35.30802536,-80.730529785,Green,Aux Services East,Aux Services East,2019-11-13 08:30:09
105,2401,-4,off,35.306991577,-80.729515076,Green,Fretwell S,Fretwell S,2019-11-13 08:32:53
106,2401,0,on,35.305107,-80.7283145,Green,Cato Hall S,Cato Hall S,2019-11-13 08:33:08
107,2401,1,off,35.303512573,-80.729560852,Green,Robinson Hall S,Robinson Hall S,2019-11-13 08:35:45
108,2401,-1,off,35.304439545,-80.732795715,Green,Reese East,Reese East,2019-11-13 08:38:13
109,2401,0,on,35.30432,-80.735009,Green,Cone Deck W,Cone Deck W,2019-11-13 08:38:28
110,2401,0,on,35.3026439,-80.7377572,Green,Alumni Way E,Alumni Way E,2019-11-13 08:38:43
111,2401,30,off,35.301113129,-80.735710144,Green,South Village Deck,South Village Deck,2019-11-13 08:41:37
112,2401,0,on,35.3021,-80.7327,Green,Levine Hall E,Levine Hall E,2019-11-13 08:41:52
113,2401,0,on,35.30337,-80.72945,Green,Robinson Hall N,Robinson Hall N,2019-11-13 08:42:07
114,2401,0,on,35.3050917,-80.7281563,Green,Cato Hall N,Cato Hall N,2019-11-13 08:42:22
115,2401,0,on,35.3075872,-80.7292483,Green,Fretwell N,Fretwell N,2019-11-13 08:42:37
116,2401,0,on,35.308998108,-80.729255676,Green,Hickory Hall North,Hickory Hall North,2019-11-13 08:42:52
117,2401,0,on,35.3107,-80.7293,Green,Student Health N,Student Health N,2019-11-13 08:43:07
118,2401,0,on,35.31166,-80.7304,Green,Student Health (Green) W,Student Health (Green) W,2019-11-13 08:43:22
119,2401,0,on,35.3134338,-80.7319048,Green,North Deck,North Deck,2019-11-13 08:43:37
120,2401,0,on,35.312,-80.7335,Green,Wallis Hall W,Wallis Hall W,2019-11-13 08:43:52
121,2401,0,on,35.31025,-80.73619,Green,Belk Hall S,Belk Hall S,2019-11-13 08:44:07
122,2401,0,on,35.3079,-80.7348,Green,Woodward Hall East,Woodward Hall East,2019-11-13 08:44:22
123,2401,0,on,35.30809,-80.73272,Green,Student Union E,Student Union E,2019-11-13 08:44:37
124,2401,0,on,35.3080314,-80.7304667,Green,Aux Services East,Aux Services East,2019-11-13 08:44:52
125,2401,0,on,35.307,-80.7295,Green,Fretwell S,Fretwell S,2019-11-13 08:45:07
126,2401,0,on,35.305107,-80.7283145,Green,Cato Hall S,Cato Hall S,2019-11-13 08:45:22
127,2401,0,on,35.30352,-80.72948,Green,Robinson Hall S,Robinson Hall S,2019-11-13 08:45:37
128,2401,0,on,35.3042998,-80.7326206,Green,Reese East,Reese East,2019-11-13 08:45:52
129,2401,0,on,35.30432,-80.735009,Green,Cone Deck W,Cone Deck W,2019-11-13 08:46:07
130,2401,0,on,35.3026439,-80.7377572,Green,Alumni Way E,Alumni Way E,2019-11-13 08:46:22
131,2401,1,on,35.301101685,-80.735710144,Green,South Village Deck,South Village Deck,2019-11-13 08:42:55
132,2401,1,on,35.302085876,-80.732711792,Green,Levine Hall E,Levine Hall E,2019-11-13 08:44:04
133,2401,-3,on,35.303375244,-80.729423523,Green,Robinson Hall N,Robinson Hall N,2019-11-13 08:45:30
134,2401,-10,off,35.305049896,-80.728233337,Green,Cato Hall N,Cato Hall N,2019-11-13 08:46:48
135,2401,-12,off,35.307514191,-80.729286194,Green,Fretwell N,Fretwell N,2019-11-13 08:49:02
136,2401,0,on,35.308998108,-80.729255676,Green,Hickory Hall North,Hickory Hall North,2019-11-13 08:49:17
137,2401,-2,off,35.310668945,-80.729293823,Green,Student Health N,Student Health N,2019-11-13 08:51:04
138,2401,0,on,35.31166,-80.7304,Green,Student Health (Green) W,Student Health (Green) W,2019-11-13 08:51:19
139,2401,5,off,35.313545227,-80.731887817,Green,North Deck,North Deck,2019-11-13 08:52:56
140,2401,6,off,35.311962128,-80.733421326,Green,Wallis Hall W/Light Rail,Wallis Hall W,2019-11-13 08:56:40
141,2401,5,on,35.31016922,-80.736076355,Green,Belk Hall S,Belk Hall S,2019-11-13 08:58:46
142,2401,-2,on,35.307983398,-80.734741211,Green,Woodward Hall East,Woodward Hall East,2019-11-13 09:00:06
143,2401,-4,on,35.308086395,-80.732704163,Green,Student Union E,Student Union E,2019-11-13 09:02:12
144,2401,-2,off,35.308067322,-80.730392456,Green,Aux Services East,Aux Services East,2019-11-13 09:03:40
145,2401,-8,off,35.306941986,-80.729507446,Green,Fretwell S,Fretwell S,2019-11-13 09:05:16
146,2401,-1,off,35.305053711,-80.728225708,Green,Cato Hall S,Cato Hall S,2019-11-13 09:06:56
147,2401,-1,off,35.303482056,-80.729438782,Green,Robinson Hall S,Robinson Hall S,2019-11-13 09:08:08
148,2401,-2,off,35.304450989,-80.732727051,Green,Reese East,Reese East,2019-11-13 09:10:00
149,2401,0,on,35.30432,-80.735009,Green,Cone Deck W,Cone Deck W,2019-11-13 09:10:15
150,2401,0,on,35.3026439,-80.7377572,Green,Alumni Way E,Alumni Way E,2019-11-13 09:10:30
151,2401,0,off,35.30109787,-80.735710144,Green,South Village Deck,South Village Deck,2019-11-13 09:13:44
152,2401,0,on,35.3021,-80.7327,Green,Levine Hall E,Levine Hall E,2019-11-13 09:13:59
153,2401,0,on,35.30337,-80.72945,Green,Robinson Hall N,Robinson Hall N,2019-11-13 09:14:14
154,2401,0,on,35.3050917,-80.7281563,Green,Cato Hall N,Cato Hall N,2019-11-13 09:14:29
155,2401,0,on,35.3075872,-80.7292483,Green,Fretwell N,Fretwell N,2019-11-13 09:14:44
156,2401,0,on,35.308998108,-80.729255676,Green,Hickory Hall North,Hickory Hall North,2019-11-13 09:14:59
157,2401,0,on,35.3107,-80.7293,Green,Student Health N,Student Health N,2019-11-13 09:15:14
158,2401,0,on,35.31166,-80.7304,Green,Student Health (Green) W,Student Health (Green) W,2019-11-13 09:15:29
159,2401,0,on,35.3134338,-80.7319048,Green,North Deck,North Deck,2019-11-13 09:15:44
160,2401,0,on,35.312,-80.7335,Green,Wallis Hall W,Wallis Hall W,2019-11-13 09:15:59
161,2401,0,on,35.31025,-80.73619,Green,Belk Hall S,Belk Hall S,2019-11-13 09:16:14
162,2401,0,on,35.3079,-80.7348,Green,Woodward Hall East,Woodward Hall East,2019-11-13 09:16:29
163,2401,0,on,35.30809,-80.73272,Green,Student Union E,Student Union E,2019-11-13 09:16:44
164,2401,0,on,35.3080314,-80.7304667,Green,Aux Services East,Aux Services East,2019-11-13 09:16:59
165,2401,0,on,35.307,-80.7295,Green,Fretwell S,Fretwell S,2019-11-13 09:17:14
166,2401,0,on,35.305107,-80.7283145,Green,Cato Hall S,Cato Hall S,2019-11-13 09:17:29
167,2401,0,on,35.30352,-80.72948,Green,Robinson Hall S,Robinson Hall S,2019-11-13 09:17:44
168,2401,0,on,35.3042998,-80.7326206,Green,Reese East,Reese East,2019-11-13 09:17:59
169,2401,0,on,35.30432,-80.735009,Green,Cone Deck W,Cone Deck W,2019-11-13 09:18:14
170,2401,0,on,35.3026439,-80.7377572,Green,Alumni Way E,Alumni Way E,2019-11-13 09:18:29
171,2401,-1,off,35.30109787,-80.735710144,Green,South Village Deck,South Village Deck,2019-11-13 09:14:00
172,2401,3,on,35.302120209,-80.732704163,Green,Levine Hall E,Levine Hall E,2019-11-13 09:15:06
173,2401,0,on,35.30337,-80.72945,Green,Robinson Hall N,Robinson Hall N,2019-11-13 09:15:21
174,2401,-1,off,35.305114746,-80.728210449,Green,Cato Hall N,Cato Hall N,2019-11-13 09:17:40
175,2401,0,off,35.307594299,-80.729286194,Green,Fretwell N,Fretwell N,2019-11-13 09:19:36
176,2401,0,on,35.308998108,-80.729255676,Green,Hickory Hall North,Hickory Hall North,2019-11-13 09:19:51
177,2401,-4,off,35.310745239,-80.729263306,Green,Student Health N,Student Health N,2019-11-13 09:21:34
178,2401,0,on,35.31166,-80.7304,Green,Student Health (Green) W,Student Health (Green) W,2019-11-13 09:21:49
179,2401,1,on,35.313556671,-80.731948853,Green,North Deck,North Deck,2019-11-13 09:23:47
180,2401,3,on,35.311985016,-80.73336792,Green,Wallis Hall W/Light Rail,Wallis Hall W,2019-11-13 09:26:13
181,2401,0,on,35.31025,-80.73619,Green,Belk Hall S,Belk Hall S,2019-11-13 09:26:28
182,2401,-1,off,35.307926178,-80.73475647,Green,Woodward Hall East,Woodward Hall East,2019-11-13 09:29:09
183,2401,2,off,35.308094025,-80.732887268,Green,Student Union E,Student Union E,2019-11-13 09:30:49
184,2401,0,on,35.3080314,-80.7304667,Green,Aux Services East,Aux Services East,2019-11-13 09:31:04
185,2401,-4,off,35.307010651,-80.729537964,Green,Fretwell S,Fretwell S,2019-11-13 09:34:47
186,2401,-1,off,35.305015564,-80.728317261,Green,Cato Hall S,Cato Hall S,2019-11-13 09:36:21
187,2401,0,on,35.30352,-80.72948,Green,Robinson Hall S,Robinson Hall S,2019-11-13 09:36:36
188,2401,0,on,35.3042998,-80.7326206,Green,Reese East,Reese East,2019-11-13 09:36:51
189,2401,0,on,35.30432,-80.735009,Green,Cone Deck W,Cone Deck W,2019-11-13 09:37:06
190,2401,0,on,35.3026439,-80.7377572,Green,Alumni Way E,Alumni Way E,2019-11-13 09:37:21
191,2401,20,on,35.30109024,-80.735748291,Green,South Village Deck,South Village Deck,2019-11-13 09:44:33
192,2401,4,on,35.302074432,-80.732589722,Green,Levine Hall E,Levine Hall E,2019-11-13 09:45:57
193,2401,-1,off,35.303333282,-80.729408264,Green,Robinson Hall N,Robinson Hall N,2019-11-13 09:47:17
194,2401,-4,on,35.305122375,-80.728210449,Green,Cato Hall N,Cato Hall N,2019-11-13 09:48:27
195,2401,-16,off,35.307617188,-80.729309082,Green,Fretwell N,Fretwell N,2019-11-13 09:50:29
196,2401,2,on,35.309043884,-80.729263306,Green,Hickory Hall North,Hickory Hall North,2019-11-13 09:51:15
197,2401,-1,off,35.310771942,-80.729278564,Green,Student Health N,Student Health N,2019-11-13 09:52:03
198,2401,0,on,35.31166,-80.7304,Green,Student Health (Green) W,Student Health (Green) W,2019-11-13 09:52:18
199,2401,2,on,35.313446045,-80.731864929,Green,North Deck,North Deck,2019-11-13 09:53:47
200,2401,3,off,35.312011719,-80.733520508,Green,Wallis Hall W/Light Rail,Wallis Hall W,2019-11-13 09:55:55
201,2401,4,on,35.310253143,-80.73614502,Green,Belk Hall S,Belk Hall S,2019-11-13 09:57:59
202,2401,19,on,35.308010101,-80.734825134,Green,Woodward Hall East,Woodward Hall East,2019-11-13 10:01:03
203,2401,18,off,35.308063507,-80.732841492,Green,Student Union E,Student Union E,2019-11-13 10:02:18
204,2401,0,on,35.3080314,-80.7304667,Green,Aux Services East,Aux Services East,2019-11-13 10:02:33
205,2401,0,on,35.307,-80.7295,Green,Fretwell S,Fretwell S,2019-11-13 10:02:48
206,2401,0,on,35.305107,-80.7283145,Green,Cato Hall S,Cato Hall S,2019-11-13 10:03:03
207,2401,0,on,35.30352,-80.72948,Green,Robinson Hall S,Robinson Hall S,2019-11-13 10:03:18
208,2401,0,on,35.3042998,-80.7326206,Green,Reese East,Reese East,2019-11-13 10:03:33
209,2401,0,on,35.30432,-80.735009,Green,Cone Deck W,Cone Deck W,2019-11-13 10:03:48
210,2401,0,on,35.3026439,-80.7377572,Green,Alumni Way E,Alumni Way E,2019-11-13 10:04:03
211,2401,0,on,35.30113,-80.7357,Green,South Village Deck,South Village Deck,2019-11-13 10:04:18
212,2401,0,on,35.3021,-80.7327,Green,Levine Hall E,Levine Hall E,2019-11-13 10:04:33
213,2401,0,on,35.30337,-80.72945,Green,Robinson Hall N,Robinson Hall N,2019-11-13 10:04:48
214,2401,0,on,35.3050917,-80.7281563,Green,Cato Hall N,Cato Hall N,2019-11-13 10:05:03
215,2401,0,on,35.3075872,-80.7292483,Green,Fretwell N,Fretwell N,2019-11-13 10:05:18
216,2401,0,on,35.308998108,-80.729255676,Green,Hickory Hall North,Hickory Hall North,2019-11-13 10:05:33
217,2401,0,on,35.3107,-80.7293,Green,Student Health N,Student Health N,2019-11-13 10:05:48
218,2401,0,on,35.31166,-80.7304,Green,Student Health (Green) W,Student Health (Green) W,2019-11-13 10:06:03
219,2401,0,on,35.3134338,-80.7319048,Green,North Deck,North Deck,2019-11-13 10:06:18
220,2401,0,on,35.312,-80.7335,Green,Wallis Hall W,Wallis Hall W,2019-11-13 10:06:33
221,2401,0,on,35.31025,-80.73619,Green,Belk Hall S,Belk Hall S,2019-11-13 10:06:48
222,2401,0,on,35.3079,-80.7348,Green,Woodward Hall East,Woodward Hall East,2019-11-13 10:07:03
223,2401,0,off,35.30809021,-80.732643127,Green,Student Union E,Student Union E,2019-11-13 10:05:14
224,2401,-10,off,35.308086395,-80.730415344,Green,Aux Services East,Aux Services East,2019-11-13 10:08:12
225,2401,-6,off,35.306999207,-80.729606628,Green,Fretwell S,Fretwell S,2019-11-13 10:09:48
226,2401,0,on,35.305107,-80.7283145,Green,Cato Hall S,Cato Hall S,2019-11-13 10:10:03
227,2401,0,on,35.30352,-80.72948,Green,Robinson Hall S,Robinson Hall S,2019-11-13 10:10:18
228,2401,0,on,35.3042998,-80.7326206,Green,Reese East,Reese East,2019-11-13 10:10:33
229,2401,0,on,35.30432,-80.735009,Green,Cone Deck W,Cone Deck W,2019-11-13 10:10:48
230,2401,0,on,35.3026439,-80.7377572,Green,Alumni Way E,Alumni Way E,2019-11-13 10:11:03
231,2401,0,on,35.30113,-80.7357,Green,South Village Deck,South Village Deck,2019-11-13 10:11:18
232,2401,0,on,35.3021,-80.7327,Green,Levine Hall E,Levine Hall E,2019-11-13 10:11:33
233,2401,0,on,35.30337,-80.72945,Green,Robinson Hall N,Robinson Hall N,2019-11-13 10:11:48
234,2401,0,on,35.3050917,-80.7281563,Green,Cato Hall N,Cato Hall N,2019-11-13 10:12:03
235,2401,8,on,35.307247162,-80.729644775,Green,Fretwell S,Fretwell N,2019-11-13 10:10:10
236,2401,0,on,35.308998108,-80.729255676,Green,Hickory Hall North,Hickory Hall North,2019-11-13 10:10:25
237,2401,0,on,35.3107,-80.7293,Green,Student Health N,Student Health N,2019-11-13 10:10:40
238,2401,0,on,35.31166,-80.7304,Green,Student Health (Green) W,Student Health (Green) W,2019-11-13 10:10:55
239,2401,0,on,35.3134338,-80.7319048,Green,North Deck,North Deck,2019-11-13 10:11:10
240,2401,0,on,35.312,-80.7335,Green,Wallis Hall W,Wallis Hall W,2019-11-13 10:11:25
241,2401,0,on,35.31025,-80.73619,Green,Belk Hall S,Belk Hall S,2019-11-13 10:11:40
242,2401,0,on,35.3079,-80.7348,Green,Woodward Hall East,Woodward Hall East,2019-11-13 10:11:55
243,2401,0,on,35.30809,-80.73272,Green,Student Union E,Student Union E,2019-11-13 10:12:10
244,2401,0,on,35.3080314,-80.7304667,Green,Aux Services East,Aux Services East,2019-11-13 10:12:25
245,2401,0,on,35.307,-80.7295,Green,Fretwell S,Fretwell S,2019-11-13 10:12:40
246,2401,0,off,35.305217743,-80.72833252,Green,Cato Hall S,Cato Hall S,2019-11-13 10:11:40
247,2401,-5,off,35.303527832,-80.729476929,Green,Robinson Hall S,Robinson Hall S,2019-11-13 10:12:38
248,2401,-3,on,35.304481506,-80.732818604,Green,Reese East,Reese East,2019-11-13 10:14:16
249,2401,-1,on,35.304073334,-80.734924316,Green,Cone Deck W,Cone Deck W,2019-11-13 10:15:04
250,2401,0,on,35.3026439,-80.7377572,Green,Alumni Way E,Alumni Way E,2019-11-13 10:15:19
251,2401,17,off,35.30121994,-80.735809326,Green,South Village Deck,South Village Deck,2019-11-13 10:17:18
252,2401,0,on,35.3021,-80.7327,Green,Levine Hall E,Levine Hall E,2019-11-13 10:17:33
253,2401,0,on,35.30337,-80.72945,Green,Robinson Hall N,Robinson Hall N,2019-11-13 10:17:48
254,2401,0,on,35.3050917,-80.7281563,Green,Cato Hall N,Cato Hall N,2019-11-13 10:18:03
255,2401,0,on,35.3075872,-80.7292483,Green,Fretwell N,Fretwell N,2019-11-13 10:18:18
256,2401,0,on,35.308998108,-80.729255676,Green,Hickory Hall North,Hickory Hall North,2019-11-13 10:18:33
257,2401,0,on,35.3107,-80.7293,Green,Student Health N,Student Health N,2019-11-13 10:18:48
258,2401,0,on,35.31166,-80.7304,Green,Student Health (Green) W,Student Health (Green) W,2019-11-13 10:19:03
259,2401,0,on,35.3134338,-80.7319048,Green,North Deck,North Deck,2019-11-13 10:19:18
260,2401,0,on,35.312,-80.7335,Green,Wallis Hall W,Wallis Hall W,2019-11-13 10:19:33
261,2401,0,on,35.31025,-80.73619,Green,Belk Hall S,Belk Hall S,2019-11-13 10:19:48
