,Bus,Count,OnOff,Latitude,Longitude,Route,Stop,CorrectStop,DateTime
0,2408,-2,on,35.311725616,-80.733055115,Gold,Wallis Hall E/Light Rail,Wallis Hall E,2019-11-13 06:19:24
1,2408,0,on,35.31155,-80.73053,Gold,Student Health E,Student Health E,2019-11-13 06:19:39
2,2408,0,on,35.309135437,-80.729370117,Gold,Hickory Hall South,Hickory Hall South,2019-11-13 06:19:54
3,2408,-1,off,35.306999207,-80.729515076,Gold,Fretwell S,Fretwell S,2019-11-13 06:23:20
4,2408,-1,off,35.305114746,-80.728263855,Gold,Cato Hall S,Cato Hall S,2019-11-13 06:24:32
5,2408,-1,off,35.303531647,-80.729492188,Gold,Robinson Hall S,Robinson Hall S,2019-11-13 06:25:16
6,2408,0,on,35.3019,-80.733,Gold,Levine Hall W,Levine Hall W,2019-11-13 06:25:31
7,2408,-1,off,35.301204681,-80.735626221,Gold,Hunt Hall,Hunt Hall,2019-11-13 06:27:16
8,2408,0,on,35.3025,-80.7373,Gold,Alumni Way W,Alumni Way W,2019-11-13 06:27:31
9,2408,0,on,35.3042105,-80.7349259,Gold,Cone Deck East,Cone Deck East,2019-11-13 06:27:46
10,2408,0,on,35.3042998,-80.7326206,Gold,Reese East,Reese East,2019-11-13 06:28:01
11,2408,0,on,35.30337,-80.72945,Gold,Robinson Hall N,Robinson Hall N,2019-11-13 06:28:16
12,2408,0,on,35.3050917,-80.7281563,Gold,Cato Hall N,Cato Hall N,2019-11-13 06:28:31
13,2408,0,on,35.3075872,-80.7292483,Gold,Fretwell N,Fretwell N,2019-11-13 06:28:46
14,2408,0,on,35.30813,-80.73268,Gold,Student Union W,Student Union W,2019-11-13 06:29:01
15,2408,0,on,35.3096306,-80.736329,Gold,Union Deck,Union Deck,2019-11-13 06:29:16
16,2408,0,on,35.3117,-80.733,Gold,Wallis Hall E,Wallis Hall E,2019-11-13 06:29:31
17,2408,0,on,35.31155,-80.73053,Gold,Student Health E,Student Health E,2019-11-13 06:29:46
18,2408,0,on,35.309135437,-80.729370117,Gold,Hickory Hall South,Hickory Hall South,2019-11-13 06:30:01
19,2408,0,on,35.307,-80.7295,Gold,Fretwell S,Fretwell S,2019-11-13 06:30:16
20,2408,1,on,35.305118561,-80.728286743,Gold,Cato Hall S,Cato Hall S,2019-11-13 06:43:00
21,2408,0,on,35.30352,-80.72948,Gold,Robinson Hall S,Robinson Hall S,2019-11-13 06:43:15
22,2408,-1,off,35.301986694,-80.733032227,Gold,Levine Hall W,Levine Hall W,2019-11-13 06:44:52
23,2408,1,on,35.30122757,-80.735603333,Gold,Hunt Hall,Hunt Hall,2019-11-13 06:45:54
24,2408,0,on,35.3025,-80.7373,Gold,Alumni Way W,Alumni Way W,2019-11-13 06:46:09
25,2408,0,on,35.3042105,-80.7349259,Gold,Cone Deck East,Cone Deck East,2019-11-13 06:46:24
26,2408,0,on,35.3042998,-80.7326206,Gold,Reese East,Reese East,2019-11-13 06:46:39
27,2408,0,on,35.30337,-80.72945,Gold,Robinson Hall N,Robinson Hall N,2019-11-13 06:46:54
28,2408,0,on,35.3050917,-80.7281563,Gold,Cato Hall N,Cato Hall N,2019-11-13 06:47:09
29,2408,-1,off,35.307559967,-80.729354858,Gold,Fretwell N,Fretwell N,2019-11-13 06:51:59
30,2408,0,on,35.30813,-80.73268,Gold,Student Union W,Student Union W,2019-11-13 06:52:14
31,2408,0,on,35.3096306,-80.736329,Gold,Union Deck,Union Deck,2019-11-13 06:52:29
32,2408,3,on,35.311782837,-80.733093262,Gold,Wallis Hall E/Light Rail,Wallis Hall E,2019-11-13 06:59:03
33,2408,0,on,35.31155,-80.73053,Gold,Student Health E,Student Health E,2019-11-13 06:59:18
34,2408,0,on,35.309135437,-80.729370117,Gold,Hickory Hall South,Hickory Hall South,2019-11-13 06:59:33
35,2408,0,on,35.307,-80.7295,Gold,Fretwell S,Fretwell S,2019-11-13 06:59:48
36,2408,-1,off,35.305149078,-80.728263855,Gold,Cato Hall S,Cato Hall S,2019-11-13 07:02:11
37,2408,-2,off,35.303501129,-80.729484558,Gold,Robinson Hall S,Robinson Hall S,2019-11-13 07:03:01
38,2408,0,on,35.3019,-80.733,Gold,Levine Hall W,Levine Hall W,2019-11-13 07:03:16
39,2408,0,on,35.3012,-80.73562,Gold,Hunt Hall,Hunt Hall,2019-11-13 07:03:31
40,2408,0,on,35.3025,-80.7373,Gold,Alumni Way W,Alumni Way W,2019-11-13 07:03:46
41,2408,0,on,35.3042105,-80.7349259,Gold,Cone Deck East,Cone Deck East,2019-11-13 07:04:01
42,2408,0,on,35.3042998,-80.7326206,Gold,Reese East,Reese East,2019-11-13 07:04:16
43,2408,0,on,35.30337,-80.72945,Gold,Robinson Hall N,Robinson Hall N,2019-11-13 07:04:31
44,2408,0,on,35.3050917,-80.7281563,Gold,Cato Hall N,Cato Hall N,2019-11-13 07:04:46
45,2408,0,on,35.3075872,-80.7292483,Gold,Fretwell N,Fretwell N,2019-11-13 07:05:01
46,2408,0,on,35.30813,-80.73268,Gold,Student Union W,Student Union W,2019-11-13 07:05:16
47,2408,0,on,35.3096306,-80.736329,Gold,Union Deck,Union Deck,2019-11-13 07:05:31
48,2408,0,on,35.3117,-80.733,Gold,Wallis Hall E,Wallis Hall E,2019-11-13 07:05:46
49,2408,0,on,35.31155,-80.73053,Gold,Student Health E,Student Health E,2019-11-13 07:06:01
50,2408,0,on,35.309135437,-80.729370117,Gold,Hickory Hall South,Hickory Hall South,2019-11-13 07:06:16
51,2408,0,on,35.307,-80.7295,Gold,Fretwell S,Fretwell S,2019-11-13 07:06:31
52,2408,1,on,35.305118561,-80.728271484,Gold,Cato Hall S,Cato Hall S,2019-11-13 07:21:13
53,2408,0,on,35.30352,-80.72948,Gold,Robinson Hall S,Robinson Hall S,2019-11-13 07:21:28
54,2408,0,on,35.3019,-80.733,Gold,Levine Hall W,Levine Hall W,2019-11-13 07:21:43
55,2408,4,on,35.30128479,-80.735626221,Gold,Hunt Hall,Hunt Hall,2019-11-13 07:23:57
56,2408,1,on,35.302520752,-80.737350464,Gold,Alumni Way W,Alumni Way W,2019-11-13 07:24:55
57,2408,-1,off,35.304298401,-80.735061646,Gold,Cone Deck East,Cone Deck East,2019-11-13 07:26:22
58,2408,0,on,35.3042998,-80.7326206,Gold,Reese East,Reese East,2019-11-13 07:26:37
59,2408,1,on,35.303344727,-80.72946167,Gold,Robinson Hall N,Robinson Hall N,2019-11-13 07:28:36
60,2408,0,on,35.3050917,-80.7281563,Gold,Cato Hall N,Cato Hall N,2019-11-13 07:28:51
61,2408,-3,off,35.307556152,-80.729286194,Gold,Fretwell N,Fretwell N,2019-11-13 07:30:42
62,2408,-3,off,35.308174133,-80.732658386,Gold,Student Union W,Student Union W,2019-11-13 07:32:44
63,2408,0,on,35.3096306,-80.736329,Gold,Union Deck,Union Deck,2019-11-13 07:32:59
64,2408,5,on,35.311748505,-80.733093262,Gold,Wallis Hall E/Light Rail,Wallis Hall E,2019-11-13 07:39:08
65,2408,0,on,35.31155,-80.73053,Gold,Student Health E,Student Health E,2019-11-13 07:39:23
66,2408,0,on,35.309135437,-80.729370117,Gold,Hickory Hall South,Hickory Hall South,2019-11-13 07:39:38
67,2408,-4,off,35.307044983,-80.729476929,Gold,Fretwell S,Fretwell S,2019-11-13 07:41:40
68,2408,0,on,35.305107,-80.7283145,Gold,Cato Hall S,Cato Hall S,2019-11-13 07:41:55
69,2408,1,on,35.303539276,-80.729530334,Gold,Robinson Hall S,Robinson Hall S,2019-11-13 07:43:24
70,2408,0,on,35.3019,-80.733,Gold,Levine Hall W,Levine Hall W,2019-11-13 07:43:39
71,2408,7,on,35.301181793,-80.735679626,Gold,Hunt Hall,Hunt Hall,2019-11-13 07:47:14
72,2408,0,on,35.3025,-80.7373,Gold,Alumni Way W,Alumni Way W,2019-11-13 07:47:29
73,2408,-2,off,35.304275513,-80.735046387,Gold,Cone Deck East,Cone Deck East,2019-11-13 07:49:22
74,2408,-4,off,35.304386139,-80.732833862,Gold,Reese East,Reese East,2019-11-13 07:50:20
75,2408,6,on,35.303333282,-80.729469299,Gold,Robinson Hall N,Robinson Hall N,2019-11-13 07:52:16
76,2408,-3,off,35.305000305,-80.728179932,Gold,Cato Hall N,Cato Hall N,2019-11-13 07:53:18
77,2408,0,on,35.3075872,-80.7292483,Gold,Fretwell N,Fretwell N,2019-11-13 07:53:33
78,2408,-6,off,35.308193207,-80.732673645,Gold,Student Union W,Student Union W,2019-11-13 07:57:10
79,2408,1,on,35.309436798,-80.73639679,Gold,Union Deck/Belk N,Union Deck,2019-11-13 08:02:38
80,2408,5,on,35.311862946,-80.733085632,Gold,Wallis Hall E/Light Rail,Wallis Hall E,2019-11-13 08:04:58
81,2408,2,on,35.311626434,-80.730506897,Gold,Student Health E,Student Health E,2019-11-13 08:06:20
82,2408,0,on,35.309135437,-80.729370117,Gold,Hickory Hall South,Hickory Hall South,2019-11-13 08:06:35
83,2408,-6,off,35.307006836,-80.729537964,Gold,Fretwell S,Fretwell S,2019-11-13 08:08:11
84,2408,1,on,35.305072784,-80.728302002,Gold,Cato Hall S,Cato Hall S,2019-11-13 08:10:05
85,2408,0,on,35.30352,-80.72948,Gold,Robinson Hall S,Robinson Hall S,2019-11-13 08:10:20
86,2408,-1,off,35.301933289,-80.733070374,Gold,Levine Hall W,Levine Hall W,2019-11-13 08:12:17
87,2408,1,off,35.301235199,-80.735534668,Gold,Hunt Hall,Hunt Hall,2019-11-13 08:15:13
88,2408,0,on,35.3025,-80.7373,Gold,Alumni Way W,Alumni Way W,2019-11-13 08:15:28
89,2408,0,on,35.3042105,-80.7349259,Gold,Cone Deck East,Cone Deck East,2019-11-13 08:15:43
90,2408,0,on,35.3042998,-80.7326206,Gold,Reese East,Reese East,2019-11-13 08:15:58
91,2408,0,on,35.30337,-80.72945,Gold,Robinson Hall N,Robinson Hall N,2019-11-13 08:16:13
92,2408,0,on,35.3050917,-80.7281563,Gold,Cato Hall N,Cato Hall N,2019-11-13 08:16:28
93,2408,-1,off,35.307506561,-80.729270935,Gold,Fretwell N,Fretwell N,2019-11-13 08:34:20
94,2408,0,on,35.30813,-80.73268,Gold,Student Union W,Student Union W,2019-11-13 08:34:35
95,2408,0,on,35.3096306,-80.736329,Gold,Union Deck,Union Deck,2019-11-13 08:34:50
96,2408,6,on,35.311725616,-80.733139038,Gold,Wallis Hall E/Light Rail,Wallis Hall E,2019-11-13 08:39:24
97,2408,0,on,35.31155,-80.73053,Gold,Student Health E,Student Health E,2019-11-13 08:39:39
98,2408,0,on,35.309135437,-80.729370117,Gold,Hickory Hall South,Hickory Hall South,2019-11-13 08:39:54
99,2408,-5,off,35.307010651,-80.729393005,Gold,Fretwell S,Fretwell S,2019-11-13 08:42:04
100,2408,0,on,35.305107117,-80.72820282,Gold,Cato Hall S,Cato Hall S,2019-11-13 08:43:04
101,2408,0,on,35.30352,-80.72948,Gold,Robinson Hall S,Robinson Hall S,2019-11-13 08:43:19
102,2408,2,on,35.301948547,-80.733009338,Gold,Levine Hall W,Levine Hall W,2019-11-13 08:45:12
103,2408,9,off,35.301239014,-80.735687256,Gold,Hunt Hall,Hunt Hall,2019-11-13 08:46:08
104,2408,0,on,35.3025,-80.7373,Gold,Alumni Way W,Alumni Way W,2019-11-13 08:46:23
105,2408,-2,off,35.304244995,-80.734992981,Gold,Cone Deck East,Cone Deck East,2019-11-13 08:49:37
