,Bus,Count,OnOff,Latitude,Longitude,Route,Stop,CorrectStop,DateTime
96,2403,0,on,35.3117,-80.733,Gold,Wallis Hall E,Wallis Hall E,2019-11-13 08:04:06
97,2403,0,on,35.31155,-80.73053,Gold,Student Health E,Student Health E,2019-11-13 08:04:21
98,2403,0,on,35.309135437,-80.729370117,Gold,Hickory Hall South,Hickory Hall South,2019-11-13 08:04:36
99,2403,0,on,35.307,-80.7295,Gold,Fretwell S,Fretwell S,2019-11-13 08:04:51
100,2403,0,on,35.305107,-80.7283145,Gold,Cato Hall S,Cato Hall S,2019-11-13 08:05:06
101,2403,0,on,35.30352,-80.72948,Gold,Robinson Hall S,Robinson Hall S,2019-11-13 08:05:21
102,2403,0,on,35.3019,-80.733,Gold,Levine Hall W,Levine Hall W,2019-11-13 08:05:36
103,2403,1,on,35.301258087,-80.735733032,Gold,Hunt Hall,Hunt Hall,2019-11-13 08:14:52
104,2403,0,on,35.3025,-80.7373,Gold,Alumni Way W,Alumni Way W,2019-11-13 08:15:07
105,2403,0,on,35.3042105,-80.7349259,Gold,Cone Deck East,Cone Deck East,2019-11-13 08:15:22
106,2403,0,on,35.3042998,-80.7326206,Gold,Reese East,Reese East,2019-11-13 08:15:37
107,2403,2,on,35.303367615,-80.729446411,Gold,Robinson Hall N,Robinson Hall N,2019-11-13 08:20:00
108,2403,0,on,35.3050917,-80.7281563,Gold,Cato Hall N,Cato Hall N,2019-11-13 08:20:15
109,2403,-1,off,35.307544708,-80.7293396,Gold,Fretwell N,Fretwell N,2019-11-13 08:22:04
110,2403,0,on,35.30813,-80.73268,Gold,Student Union W,Student Union W,2019-11-13 08:22:19
111,2403,-1,off,35.309371948,-80.736412048,Gold,Union Deck/Belk N,Union Deck,2019-11-13 08:25:16
112,2403,3,on,35.311851501,-80.733146667,Gold,Wallis Hall E/Light Rail,Wallis Hall E,2019-11-13 08:27:14
113,2403,0,on,35.31155,-80.73053,Gold,Student Health E,Student Health E,2019-11-13 08:27:29
114,2403,0,on,35.309135437,-80.729370117,Gold,Hickory Hall South,Hickory Hall South,2019-11-13 08:27:44
115,2403,-1,on,35.306922913,-80.72946167,Gold,Fretwell S,Fretwell S,2019-11-13 08:29:42
116,2403,0,on,35.305107,-80.7283145,Gold,Cato Hall S,Cato Hall S,2019-11-13 08:29:57
117,2403,-1,off,35.30348587,-80.729576111,Gold,Robinson Hall S,Robinson Hall S,2019-11-13 08:31:24
118,2403,0,on,35.3019,-80.733,Gold,Levine Hall W,Levine Hall W,2019-11-13 08:31:39
119,2403,11,on,35.301383972,-80.735786438,Gold,Hunt Hall,Hunt Hall,2019-11-13 08:35:00
120,2403,0,on,35.3025,-80.7373,Gold,Alumni Way W,Alumni Way W,2019-11-13 08:35:15
121,2403,0,on,35.3042105,-80.7349259,Gold,Cone Deck East,Cone Deck East,2019-11-13 08:35:30
122,2403,0,on,35.3042998,-80.7326206,Gold,Reese East,Reese East,2019-11-13 08:35:45
123,2403,1,off,35.303562164,-80.729568481,Gold,Robinson Hall N,Robinson Hall N,2019-11-13 08:39:46
124,2403,-2,off,35.305156708,-80.72833252,Gold,Cato Hall N,Cato Hall N,2019-11-13 08:40:44
125,2403,-2,off,35.307788849,-80.729499817,Gold,Fretwell N,Fretwell N,2019-11-13 08:42:51
126,2403,-6,off,35.30828476,-80.732688904,Gold,Student Union W,Student Union W,2019-11-13 08:44:11
127,2403,-1,off,35.309719086,-80.73664856,Gold,Union Deck/Belk N,Union Deck,2019-11-13 08:48:45
128,2403,14,on,35.311630249,-80.733009338,Gold,Wallis Hall E/Light Rail,Wallis Hall E,2019-11-13 08:52:51
129,2403,1,on,35.311553955,-80.730445862,Gold,Student Health E,Student Health E,2019-11-13 08:54:25
130,2403,0,on,35.309135437,-80.729370117,Gold,Hickory Hall South,Hickory Hall South,2019-11-13 08:54:40
131,2403,-9,on,35.306819916,-80.729492188,Gold,Fretwell S,Fretwell S,2019-11-13 08:56:27
132,2403,0,off,35.305027008,-80.728210449,Gold,Cato Hall S,Cato Hall S,2019-11-13 08:58:31
133,2403,-1,off,35.303443909,-80.729545593,Gold,Robinson Hall S,Robinson Hall S,2019-11-13 08:59:55
134,2403,0,on,35.301933289,-80.733070374,Gold,Levine Hall W,Levine Hall W,2019-11-13 09:01:29
135,2403,-3,off,35.301269531,-80.735801697,Gold,Hunt Hall,Hunt Hall,2019-11-13 09:02:33
136,2403,0,on,35.3025,-80.7373,Gold,Alumni Way W,Alumni Way W,2019-11-13 09:02:48
137,2403,-1,off,35.304309845,-80.734992981,Gold,Cone Deck East,Cone Deck East,2019-11-13 09:05:45
138,2403,0,on,35.3042998,-80.7326206,Gold,Reese East,Reese East,2019-11-13 09:06:00
139,2403,1,on,35.303398132,-80.729499817,Gold,Robinson Hall N,Robinson Hall N,2019-11-13 09:08:05
140,2403,0,on,35.3050917,-80.7281563,Gold,Cato Hall N,Cato Hall N,2019-11-13 09:08:20
141,2403,0,on,35.3075872,-80.7292483,Gold,Fretwell N,Fretwell N,2019-11-13 09:08:35
142,2403,-2,off,35.308189392,-80.732460022,Gold,Student Union W,Student Union W,2019-11-13 09:11:37
143,2403,0,on,35.3096306,-80.736329,Gold,Union Deck,Union Deck,2019-11-13 09:11:52
144,2403,-1,off,35.311695099,-80.732910156,Gold,Wallis Hall E/Light Rail,Wallis Hall E,2019-11-13 09:15:39
145,2403,0,on,35.31155,-80.73053,Gold,Student Health E,Student Health E,2019-11-13 09:15:54
146,2403,0,on,35.309135437,-80.729370117,Gold,Hickory Hall South,Hickory Hall South,2019-11-13 09:16:09
147,2403,0,on,35.307,-80.7295,Gold,Fretwell S,Fretwell S,2019-11-13 09:16:24
148,2403,0,on,35.305107,-80.7283145,Gold,Cato Hall S,Cato Hall S,2019-11-13 09:16:39
149,2403,0,on,35.30352,-80.72948,Gold,Robinson Hall S,Robinson Hall S,2019-11-13 09:16:54
150,2403,0,on,35.3019,-80.733,Gold,Levine Hall W,Levine Hall W,2019-11-13 09:17:09
151,2403,2,on,35.301223755,-80.735687256,Gold,Hunt Hall,Hunt Hall,2019-11-13 09:24:24
152,2403,1,on,35.302513123,-80.73727417,Gold,Alumni Way W,Alumni Way W,2019-11-13 09:26:16
153,2403,2,on,35.304264069,-80.734954834,Gold,Cone Deck East,Cone Deck East,2019-11-13 09:28:04
154,2403,-1,off,35.304321289,-80.732727051,Gold,Reese East,Reese East,2019-11-13 09:28:50
155,2403,2,on,35.303340912,-80.729225159,Gold,Robinson Hall N,Robinson Hall N,2019-11-13 09:31:08
156,2403,0,on,35.3050917,-80.7281563,Gold,Cato Hall N,Cato Hall N,2019-11-13 09:31:23
157,2403,-1,off,35.307613373,-80.729316711,Gold,Fretwell N,Fretwell N,2019-11-13 09:33:38
158,2403,-3,off,35.308101654,-80.732521057,Gold,Student Union W,Student Union W,2019-11-13 09:35:20
159,2403,0,on,35.3096306,-80.736329,Gold,Union Deck,Union Deck,2019-11-13 09:35:35
160,2403,7,on,35.311725616,-80.732933044,Gold,Wallis Hall E/Light Rail,Wallis Hall E,2019-11-13 09:39:40
161,2403,0,on,35.31155,-80.73053,Gold,Student Health E,Student Health E,2019-11-13 09:39:55
162,2403,1,on,35.308986664,-80.729240417,Gold,Hickory Hall South,Hickory Hall South,2019-11-13 09:42:46
163,2403,-5,off,35.307037354,-80.729553223,Gold,Fretwell S,Fretwell S,2019-11-13 09:43:46
164,2403,-1,off,35.305114746,-80.728111267,Gold,Cato Hall S,Cato Hall S,2019-11-13 09:45:08
165,2403,0,on,35.30352,-80.72948,Gold,Robinson Hall S,Robinson Hall S,2019-11-13 09:45:23
166,2403,-3,off,35.302032471,-80.732933044,Gold,Levine Hall W,Levine Hall W,2019-11-13 09:47:02
167,2403,11,off,35.301200867,-80.735466003,Gold,Hunt Hall,Hunt Hall,2019-11-13 09:47:58
168,2403,0,on,35.3025,-80.7373,Gold,Alumni Way W,Alumni Way W,2019-11-13 09:48:13
169,2403,-1,off,35.304336548,-80.734863281,Gold,Cone Deck East,Cone Deck East,2019-11-13 09:52:35
170,2403,-3,off,35.304420471,-80.732643127,Gold,Reese East,Reese East,2019-11-13 09:53:22
171,2403,5,off,35.303337097,-80.729270935,Gold,Robinson Hall N,Robinson Hall N,2019-11-13 09:55:15
172,2403,0,off,35.305076599,-80.727882385,Gold,Cato Hall N,Cato Hall N,2019-11-13 09:56:25
173,2403,0,on,35.3075872,-80.7292483,Gold,Fretwell N,Fretwell N,2019-11-13 09:56:40
174,2403,0,on,35.30813,-80.73268,Gold,Student Union W,Student Union W,2019-11-13 09:56:55
175,2403,0,on,35.3096306,-80.736329,Gold,Union Deck,Union Deck,2019-11-13 09:57:10
176,2403,0,on,35.3117,-80.733,Gold,Wallis Hall E,Wallis Hall E,2019-11-13 09:57:25
177,2403,0,on,35.31155,-80.73053,Gold,Student Health E,Student Health E,2019-11-13 09:57:40
178,2403,0,on,35.309135437,-80.729370117,Gold,Hickory Hall South,Hickory Hall South,2019-11-13 09:57:55
179,2403,0,on,35.307,-80.7295,Gold,Fretwell S,Fretwell S,2019-11-13 09:58:10
180,2403,0,on,35.305107,-80.7283145,Gold,Cato Hall S,Cato Hall S,2019-11-13 09:58:25
181,2403,0,on,35.30352,-80.72948,Gold,Robinson Hall S,Robinson Hall S,2019-11-13 09:58:40
182,2403,0,on,35.3019,-80.733,Gold,Levine Hall W,Levine Hall W,2019-11-13 09:58:55
183,2403,0,on,35.3012,-80.73562,Gold,Hunt Hall,Hunt Hall,2019-11-13 09:59:10
184,2403,0,on,35.3025,-80.7373,Gold,Alumni Way W,Alumni Way W,2019-11-13 09:59:25
185,2403,0,on,35.3042105,-80.7349259,Gold,Cone Deck East,Cone Deck East,2019-11-13 09:59:40
186,2403,0,on,35.3042998,-80.7326206,Gold,Reese East,Reese East,2019-11-13 09:59:55
187,2403,0,on,35.30337,-80.72945,Gold,Robinson Hall N,Robinson Hall N,2019-11-13 10:00:10
188,2403,0,off,35.307376862,-80.72795105,Gold,Cato Hall N,Cato Hall N,2019-11-13 09:58:13
189,2403,0,on,35.3075872,-80.7292483,Gold,Fretwell N,Fretwell N,2019-11-13 09:58:28
190,2403,0,on,35.30813,-80.73268,Gold,Student Union W,Student Union W,2019-11-13 09:58:43
191,2403,0,on,35.3096306,-80.736329,Gold,Union Deck,Union Deck,2019-11-13 09:58:58
192,2403,0,on,35.3117,-80.733,Gold,Wallis Hall E,Wallis Hall E,2019-11-13 09:59:13
193,2403,0,on,35.31155,-80.73053,Gold,Student Health E,Student Health E,2019-11-13 09:59:28
194,2403,0,on,35.309135437,-80.729370117,Gold,Hickory Hall South,Hickory Hall South,2019-11-13 09:59:43
195,2403,0,on,35.307,-80.7295,Gold,Fretwell S,Fretwell S,2019-11-13 09:59:58
196,2403,0,on,35.305107,-80.7283145,Gold,Cato Hall S,Cato Hall S,2019-11-13 10:00:13
197,2403,0,on,35.30352,-80.72948,Gold,Robinson Hall S,Robinson Hall S,2019-11-13 10:00:28
198,2403,0,on,35.3019,-80.733,Gold,Levine Hall W,Levine Hall W,2019-11-13 10:00:43
199,2403,0,on,35.3012,-80.73562,Gold,Hunt Hall,Hunt Hall,2019-11-13 10:00:58
200,2403,0,on,35.3025,-80.7373,Gold,Alumni Way W,Alumni Way W,2019-11-13 10:01:13
201,2403,0,on,35.3042105,-80.7349259,Gold,Cone Deck East,Cone Deck East,2019-11-13 10:01:28
202,2403,0,on,35.3042998,-80.7326206,Gold,Reese East,Reese East,2019-11-13 10:01:43
203,2403,0,on,35.30337,-80.72945,Gold,Robinson Hall N,Robinson Hall N,2019-11-13 10:01:58
204,2403,-11,off,35.308059692,-80.732498169,Gold,Cato Hall N,Cato Hall N,2019-11-13 10:00:41
205,2403,0,on,35.3075872,-80.7292483,Gold,Fretwell N,Fretwell N,2019-11-13 10:00:56
206,2403,0,on,35.30813,-80.73268,Gold,Student Union W,Student Union W,2019-11-13 10:01:11
207,2403,0,on,35.3096306,-80.736329,Gold,Union Deck,Union Deck,2019-11-13 10:01:26
208,2403,0,on,35.3117,-80.733,Gold,Wallis Hall E,Wallis Hall E,2019-11-13 10:01:41
209,2403,0,on,35.31155,-80.73053,Gold,Student Health E,Student Health E,2019-11-13 10:01:56
210,2403,0,on,35.309135437,-80.729370117,Gold,Hickory Hall South,Hickory Hall South,2019-11-13 10:02:11
211,2403,0,on,35.307,-80.7295,Gold,Fretwell S,Fretwell S,2019-11-13 10:02:26
212,2403,0,on,35.305107,-80.7283145,Gold,Cato Hall S,Cato Hall S,2019-11-13 10:02:41
213,2403,0,on,35.30352,-80.72948,Gold,Robinson Hall S,Robinson Hall S,2019-11-13 10:02:56
214,2403,0,on,35.3019,-80.733,Gold,Levine Hall W,Levine Hall W,2019-11-13 10:03:11
215,2403,0,on,35.3012,-80.73562,Gold,Hunt Hall,Hunt Hall,2019-11-13 10:03:26
216,2403,0,on,35.3025,-80.7373,Gold,Alumni Way W,Alumni Way W,2019-11-13 10:03:41
217,2403,0,on,35.3042105,-80.7349259,Gold,Cone Deck East,Cone Deck East,2019-11-13 10:03:56
218,2403,0,on,35.3042998,-80.7326206,Gold,Reese East,Reese East,2019-11-13 10:04:11
219,2403,0,on,35.30337,-80.72945,Gold,Robinson Hall N,Robinson Hall N,2019-11-13 10:04:26
220,2403,-3,on,35.308006287,-80.732536316,Gold,Cato Hall N,Cato Hall N,2019-11-13 10:01:19
221,2403,0,on,35.3075872,-80.7292483,Gold,Fretwell N,Fretwell N,2019-11-13 10:01:34
222,2403,0,on,35.30813,-80.73268,Gold,Student Union W,Student Union W,2019-11-13 10:01:49
223,2403,0,on,35.3096306,-80.736329,Gold,Union Deck,Union Deck,2019-11-13 10:02:04
224,2403,0,on,35.3117,-80.733,Gold,Wallis Hall E,Wallis Hall E,2019-11-13 10:02:19
225,2403,0,on,35.31155,-80.73053,Gold,Student Health E,Student Health E,2019-11-13 10:02:34
226,2403,0,on,35.309135437,-80.729370117,Gold,Hickory Hall South,Hickory Hall South,2019-11-13 10:02:49
227,2403,0,on,35.307,-80.7295,Gold,Fretwell S,Fretwell S,2019-11-13 10:03:04
228,2403,0,on,35.305107,-80.7283145,Gold,Cato Hall S,Cato Hall S,2019-11-13 10:03:19
229,2403,0,on,35.30352,-80.72948,Gold,Robinson Hall S,Robinson Hall S,2019-11-13 10:03:34
230,2403,0,on,35.3019,-80.733,Gold,Levine Hall W,Levine Hall W,2019-11-13 10:03:49
231,2403,0,on,35.3012,-80.73562,Gold,Hunt Hall,Hunt Hall,2019-11-13 10:04:04
232,2403,0,on,35.3025,-80.7373,Gold,Alumni Way W,Alumni Way W,2019-11-13 10:04:19
233,2403,0,on,35.3042105,-80.7349259,Gold,Cone Deck East,Cone Deck East,2019-11-13 10:04:34
234,2403,0,on,35.3042998,-80.7326206,Gold,Reese East,Reese East,2019-11-13 10:04:49
235,2403,0,on,35.30337,-80.72945,Gold,Robinson Hall N,Robinson Hall N,2019-11-13 10:05:04
236,2403,1,off,35.308086395,-80.732421875,Gold,Cato Hall N,Cato Hall N,2019-11-13 10:02:33
237,2403,0,on,35.3075872,-80.7292483,Gold,Fretwell N,Fretwell N,2019-11-13 10:02:48
238,2403,0,on,35.30813,-80.73268,Gold,Student Union W,Student Union W,2019-11-13 10:03:03
239,2403,0,on,35.3096306,-80.736329,Gold,Union Deck,Union Deck,2019-11-13 10:03:18
240,2403,0,on,35.3117,-80.733,Gold,Wallis Hall E,Wallis Hall E,2019-11-13 10:03:33
241,2403,0,on,35.31155,-80.73053,Gold,Student Health E,Student Health E,2019-11-13 10:03:48
242,2403,0,on,35.309135437,-80.729370117,Gold,Hickory Hall South,Hickory Hall South,2019-11-13 10:04:03
243,2403,0,on,35.307,-80.7295,Gold,Fretwell S,Fretwell S,2019-11-13 10:04:18
244,2403,0,on,35.305107,-80.7283145,Gold,Cato Hall S,Cato Hall S,2019-11-13 10:04:33
245,2403,0,on,35.30352,-80.72948,Gold,Robinson Hall S,Robinson Hall S,2019-11-13 10:04:48
246,2403,0,on,35.3019,-80.733,Gold,Levine Hall W,Levine Hall W,2019-11-13 10:05:03
247,2403,0,on,35.3012,-80.73562,Gold,Hunt Hall,Hunt Hall,2019-11-13 10:05:18
248,2403,0,on,35.3025,-80.7373,Gold,Alumni Way W,Alumni Way W,2019-11-13 10:05:33
249,2403,0,on,35.3042105,-80.7349259,Gold,Cone Deck East,Cone Deck East,2019-11-13 10:05:48
250,2403,0,on,35.3042998,-80.7326206,Gold,Reese East,Reese East,2019-11-13 10:06:03
251,2403,0,on,35.30337,-80.72945,Gold,Robinson Hall N,Robinson Hall N,2019-11-13 10:06:18
252,2403,1,off,35.309894562,-80.736274719,Gold,Cato Hall N,Cato Hall N,2019-11-13 10:07:35
253,2403,0,on,35.3075872,-80.7292483,Gold,Fretwell N,Fretwell N,2019-11-13 10:07:50
254,2403,0,on,35.30813,-80.73268,Gold,Student Union W,Student Union W,2019-11-13 10:08:05
255,2403,0,on,35.3096306,-80.736329,Gold,Union Deck,Union Deck,2019-11-13 10:08:20
256,2403,0,on,35.3117,-80.733,Gold,Wallis Hall E,Wallis Hall E,2019-11-13 10:08:35
257,2403,0,on,35.31155,-80.73053,Gold,Student Health E,Student Health E,2019-11-13 10:08:50
258,2403,0,on,35.309135437,-80.729370117,Gold,Hickory Hall South,Hickory Hall South,2019-11-13 10:09:05
259,2403,0,on,35.307,-80.7295,Gold,Fretwell S,Fretwell S,2019-11-13 10:09:20
