,Lattitude,Longitude,isStop,Stop
560,35.30813985595015,-80.73645966804501,no,
561,35.3082230315,-80.73644893920896,no,
562,35.30827994103746,-80.73644357479093,no,
563,35.308332472882654,-80.73644893920896,no,
564,35.308406892938294,-80.73645162141797,no,
565,35.308487879391656,-80.73645162141797,no,
566,35.308555732844205,-80.73644357479093,no,
567,35.308599509234995,-80.73644089258191,no,
568,35.3086432856021,-80.73644625699994,no,
569,35.30870019484393,-80.73644893920896,no,
570,35.308759292860366,-80.73644893920896,no,
571,35.30881380601165,-80.73645162141797,no,
572,35.30889101486983,-80.73645430362699,no,
573,35.3089788669219,-80.73645430362699,no,
574,35.30903460231773,-80.73645162141797,no,
575,35.30911835112188,-80.736456985836,no,
576,35.30922560249133,-80.73645430362699,no,
577,35.30931972092288,-80.7364382103729,no,
578,35.309389762475284,-80.73643284595487,no,
579,35.309453237579774,-80.73642479932782,no,
580,35.309529845398174,-80.73640602386472,no,
581,35.309571432469205,-80.73640602386472,no,
582,35.30961301951886,-80.73639529502866,no,
583,35.3096436625944,-80.73637920177457,yes,Union Deck
584,35.3097158926551,-80.73636042631146,no,
585,35.30978593386448,-80.73631751096723,no,
586,35.30985597501322,-80.73629337108609,no,
587,35.309952281493715,-80.73625045574185,no,
588,35.31003107761975,-80.73618876493451,no,
589,35.3100901746639,-80.73613780296323,no,
590,35.31014489411073,-80.73610293424603,no,
591,35.31017772576106,-80.73608415878293,no,
592,35.31023901147269,-80.73605197227475,no,
593,35.31031561854694,-80.73602783239362,no,
594,35.31036596029908,-80.73599832809445,no,
595,35.3104425672531,-80.73595740751647,no,
596,35.31053230673553,-80.73593151134355,no,
597,35.3106242348826,-80.73591503966698,no,
598,35.310700841592016,-80.73589358199486,no,
599,35.31077525946884,-80.73589089978584,no,
600,35.31089564118346,-80.73589089978584,no,
601,35.310954737595985,-80.73590699303993,no,
602,35.311042287757395,-80.73592040408501,no,
603,35.3111517253259,-80.73592576850304,no,
604,35.31125021901096,-80.73593113292107,no,
605,35.311350901320615,-80.73592308629402,no,
606,35.31142750734184,-80.73590967524895,no,
607,35.311490980847324,-80.73588017094978,no,
608,35.311569775474496,-80.73581579793343,no,
609,35.31163762634194,-80.73575410712608,no,
610,35.311696722212375,-80.7357031451548,no,
611,35.31178208283789,-80.7355958567942,no,
612,35.31182585748269,-80.73553416598686,no,
613,35.311841178602776,-80.73549661506065,no,
614,35.311911217971925,-80.73532763589272,no,
615,35.31192216161788,-80.73524985183128,no,
616,35.311928727804734,-80.73515597451576,no,
617,35.31193748271971,-80.73507550824532,no,
618,35.311948426362115,-80.73497626651177,no,
619,35.31195061509042,-80.73491725791344,no,
620,35.31192216161788,-80.73477241862663,no,
621,35.311902463054096,-80.7346758591021,no,
622,35.31188714194562,-80.73454711306938,no,
623,35.3118696321038,-80.73443714249977,no,
624,35.31185212225821,-80.73430571425804,no,
625,35.31184555606512,-80.73416087497124,no,
626,35.31183680114019,-80.73404822219261,no,
627,35.3118280462143,-80.73391411174187,no,
