,Lattitude,Longitude,isStop
386,35.30821083417358,-80.74055701003904,no
387,35.30810577029109,-80.74053555236692,no
388,35.30801383928198,-80.74050336585874,no
389,35.30794379653825,-80.74044435726042,no
390,35.3078212215908,-80.74036389098997,no
391,35.30772491257322,-80.74028342471952,no
392,35.307668002645315,-80.74022978053922,no
393,35.307606714985866,-80.74016540752287,no
394,35.30748413952767,-80.73996692405576,yes
395,35.3074459476662,-80.73986030251727,no
396,35.307375904430785,-80.73968327672229,no
397,35.307336505084216,-80.73954380185351,no
398,35.30731899425736,-80.73944187791095,no
399,35.307310238842504,-80.73929703862414,no
400,35.307292728009955,-80.73919511468158,no
401,35.307288350301235,-80.73906100423083,no
402,35.307292728009955,-80.73893762261615,no
403,35.30731899425736,-80.73884106309161,no
404,35.30734963820186,-80.7387659612392,no
405,35.307389037542045,-80.73868549496875,no
406,35.3074503253664,-80.73854065568194,no
407,35.307498480052956,-80.73844409615741,no
408,35.3075947893401,-80.73833144337878,no
409,35.3076385662509,-80.73826707036243,no
410,35.30767796545035,-80.73822415501819,no
411,35.307752386108106,-80.73810613782153,no
412,35.307826806697385,-80.7379934850429,no
413,35.307874961159854,-80.73791838319049,no
414,35.307918737919046,-80.7378110948299,no
415,35.30794938163638,-80.73771989972339,no
416,35.30795375930934,-80.73757506043658,no
417,35.30795375930934,-80.73740876347766,no
418,35.307945003963184,-80.73726392419086,no
419,35.30793624861608,-80.73697424561725,no
420,35.30793624861608,-80.73675966889606,no
421,35.30793187094218,-80.7366952958797,no
422,35.30792311559366,-80.73657727868304,no
423,35.30790998256911,-80.73641634614215,no
424,35.30790998256911,-80.73625541360126,no
425,35.30791436024419,-80.73614812524066,no
426,35.307918737919046,-80.73601401478992,no
427,35.30791436024419,-80.7358316245769,no
428,35.30790998256911,-80.73564923436389,no
429,35.307918737919046,-80.73545611531482,no
430,35.30791436024419,-80.73536492020831,no
431,35.30792311559366,-80.73524690301166,no
432,35.30793187094218,-80.73510742814288,no
433,35.30793624861608,-80.73503232629047,no
434,35.307945003963184,-80.73479629189715,yes
435,35.30795813698205,-80.73464608819232,no
436,35.307971269998795,-80.73450124890552,no
437,35.307975647670574,-80.73439932496295,no
438,35.30798878068447,-80.73432422311053,no
439,35.308019424375274,-80.7341740194057,no
440,35.30805882338926,-80.73400772244678,no
441,35.308076334055976,-80.73382533223376,no
442,35.30808508938791,-80.73369122178302,no
443,35.30808508938791,-80.73350346715198,no
444,35.30808946705352,-80.7332727971767,no
445,35.308093844718904,-80.73311722905383,no
446,35.30809822238404,-80.73297238976703,no
447,35.30811135537804,-80.73275781304584,yes
448,35.308076334055976,-80.73261649543683,no
449,35.30807195638965,-80.73244715011057,no
450,35.30806320105628,-80.7322895911674,no
451,35.30805882338926,-80.73212849281157,no
452,35.308076334055976,-80.73195683143462,no
453,35.308076334055976,-80.73183344981993,no
454,35.308076334055976,-80.73165105960692,no
455,35.30806757872308,-80.73151694915617,no
456,35.30807195638965,-80.73134528777922,no
457,35.30806320105628,-80.7312165417465,no
458,35.30805444572198,-80.73106097362364,no
459,35.30805882338926,-80.73093759200896,no
460,35.30805882338926,-80.73080348155821,no
461,35.30805444572198,-80.73065864227141,no
462,35.30807195638965,-80.73049770973051,yes
463,35.30807195638965,-80.73028313300932,no
464,35.30806320105628,-80.73014365814055,no
465,35.30804569038672,-80.72995053909148,no
466,35.30803693505052,-80.72974132678831,no
467,35.30804569038672,-80.72954284332121,no
468,35.30805006805447,-80.72939263961638,no
469,35.30805882338926,-80.72931753776396,no
470,35.30808946705352,-80.72931753776396,no
471,35.308128866033385,-80.72932826660002,no
472,35.30826895113972,-80.72932826660002,no
473,35.308325860644885,-80.72932290218199,no
474,35.30840903600349,-80.72931753776396,no
475,35.30850972184949,-80.72931753776396,no
476,35.30859727465719,-80.72932290218199,no
477,35.30865856156619,-80.72931753776396,no
478,35.30878989050057,-80.72932826660002,no
479,35.30886431013542,-80.72933363101805,no
480,35.30892559684212,-80.72931753776396,no
481,35.309000016352115,-80.72929608009184,yes
482,35.30920138644768,-80.72930576964818,no
483,35.309341469696776,-80.72931113406621,no
484,35.30949468547271,-80.72930576964818,no
485,35.309604125134996,-80.72931113406621,no
486,35.30978360586062,-80.7293272273203,no
487,35.309928065667606,-80.72931113406621,no
488,35.310033127183374,-80.72930576964818,no
489,35.3101644538862,-80.72933259173833,no
490,35.31029578037582,-80.7293272273203,no
491,35.3104314841911,-80.72930040523015,no
492,35.310536545053026,-80.72928967639409,no
493,35.310685381040514,-80.72927894755803,yes
494,35.31071164618635,-80.72927358314,no
495,35.310842971787594,-80.72927358314,no
496,35.31089550196839,-80.72925212546788,no
497,35.31089550196839,-80.72913410827123,no
498,35.31089550196839,-80.72905900641881,no
499,35.31088674694063,-80.7289302603861,no
500,35.31089112445463,-80.72877469226323,no
501,35.31089550196839,-80.72862985297643,no
502,35.31089550196839,-80.72850110694371,no
503,35.310899879481916,-80.72838845416508,no
504,35.31090425699521,-80.72822215720616,no
505,35.31090425699521,-80.72802903815709,no
506,35.31089550196839,-80.72800758048497,no
507,35.3108736143972,-80.72788956328831,no
508,35.310786064053225,-80.727653528895,no
509,35.31073791132365,-80.72755160495244,no
510,35.31069413609007,-80.72746040984593,no
511,35.31062847319527,-80.7273477570673,no
512,35.31057156531001,-80.72722973987065,no
513,35.31052778998641,-80.7270956294199,no
514,35.310484014639115,-80.72693469687901,no
515,35.3104314841911,-80.72676839992009,no
516,35.310339555824974,-80.72665038272343,no
517,35.31027389264235,-80.72649481460057,yes
518,35.31023887225649,-80.72643580600224,no
519,35.310177586544754,-80.72629633113347,no
520,35.31011192323065,-80.72616758510075,no
521,35.31003750474357,-80.7259959237238,no
522,35.30998497400558,-80.72587254210912,no
523,35.30994119836454,-80.72576525374852,no
524,35.30987115728959,-80.72562577887975,no
525,35.30979673858101,-80.72548093959294,no
526,35.309757340413455,-80.72541120215855,no
527,35.30970480949353,-80.72532000705205,no
528,35.30961288030158,-80.7252395407816,no
529,35.309551594115575,-80.72522344752751,no
530,35.309455287158045,-80.72521271869145,no
531,35.30937211287518,-80.72520735427342,no
532,35.30927580570397,-80.72519126101933,no
533,35.30919700884223,-80.72517516776524,no
534,35.30906568056879,-80.725132252421,no
535,35.308978128268045,-80.72511615916692,no
536,35.30887306538208,-80.72510543033086,yes
